rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
engulf_bear AND sweep_low AND bear_fvg,140,33,101,0.2357142857142857,-0.13214285714285715,0.8168316831683168
engulf_bull AND rejection_bull AND london,128,29,90,0.2265625,-0.13671875,0.8055555555555556
engulf_bull AND large_body AND overlap,548,111,353,0.20255474452554745,-0.13777372262773724,0.7861189801699717
sweep_low,1128,262,811,0.2322695035460993,-0.13829787234042554,0.8076448828606658
large_body AND ny,1711,344,1097,0.201052016364699,-0.1385154880187025,0.7839562443026435
engulf_bear AND large_body AND ny,623,129,411,0.20706260032102727,-0.1420545746388443,0.7846715328467153
large_body AND overlap,1478,296,951,0.20027063599458728,-0.14276048714479025,0.7781282860147214
large_body AND ny AND overlap,1478,296,951,0.20027063599458728,-0.14276048714479025,0.7781282860147214
engulf_bull AND large_body AND ny,653,129,418,0.19754977029096477,-0.14624808575803983,0.7715311004784688
rejection_bull,1100,248,781,0.22545454545454546,-0.14636363636363636,0.793854033290653
rejection_bull AND london,227,51,164,0.22466960352422907,-0.16079295154185022,0.7774390243902439
engulf_bear AND large_body AND overlap,531,107,353,0.2015065913370998,-0.16101694915254236,0.7577903682719547
engulf_bear AND rejection_bear AND ny,114,22,75,0.19298245614035087,-0.17543859649122806,0.7333333333333333
rejection_bear AND bull_fvg,171,35,118,0.2046783625730994,-0.1783625730994152,0.7415254237288136
engulf_bear AND sweep_low AND london,119,26,87,0.2184873949579832,-0.18487394957983194,0.7471264367816092
rejection_bull AND bear_fvg,156,34,114,0.21794871794871795,-0.1858974358974359,0.7456140350877193
sweep_low AND overlap,242,49,168,0.2024793388429752,-0.18801652892561985,0.7291666666666666
sweep_low AND ny AND overlap,242,49,168,0.2024793388429752,-0.18801652892561985,0.7291666666666666
rejection_bear AND overlap,181,36,125,0.19889502762430938,-0.19337016574585636,0.72
rejection_bear AND ny AND overlap,181,36,125,0.19889502762430938,-0.19337016574585636,0.72
sweep_low AND bear_fvg,335,72,247,0.21492537313432836,-0.2,0.728744939271255
sweep_low AND ny,294,59,207,0.20068027210884354,-0.20238095238095238,0.7125603864734299
rejection_bull AND ny,228,43,154,0.18859649122807018,-0.20394736842105263,0.698051948051948
rejection_bull AND overlap,187,35,127,0.18716577540106952,-0.21122994652406418,0.6889763779527559
rejection_bull AND ny AND overlap,187,35,127,0.18716577540106952,-0.21122994652406418,0.6889763779527559
sweep_low AND london,303,65,227,0.2145214521452145,-0.21287128712871287,0.7158590308370044
rejection_bear AND ny,235,45,163,0.19148936170212766,-0.2148936170212766,0.6901840490797546
engulf_bull AND sweep_high AND overlap,88,16,59,0.18181818181818182,-0.2159090909090909,0.6779661016949152
large_body AND bear_fvg AND london,133,27,98,0.20300751879699247,-0.22932330827067668,0.6887755102040817
engulf_bear AND sweep_low AND overlap,100,19,71,0.19,-0.235,0.6690140845070423
bull_fvg AND ny,445,76,295,0.1707865168539326,-0.23595505617977527,0.6440677966101694
engulf_bull AND sweep_low,143,30,109,0.2097902097902098,-0.23776223776223776,0.6880733944954128
large_body AND sweep_low AND overlap,92,16,64,0.17391304347826086,-0.2608695652173913,0.625
engulf_bear AND sweep_low AND ny,121,22,87,0.18181818181818182,-0.2644628099173554,0.632183908045977
large_body AND bull_fvg AND ny,185,29,123,0.15675675675675677,-0.27297297297297296,0.5894308943089431
sweep_low AND bear_fvg AND london,80,16,62,0.2,-0.275,0.6451612903225806
bull_fvg AND overlap,369,60,253,0.16260162601626016,-0.2791327913279133,0.5928853754940712
bull_fvg AND ny AND overlap,369,60,253,0.16260162601626016,-0.2791327913279133,0.5928853754940712
large_body AND bull_fvg AND overlap,163,26,112,0.15950920245398773,-0.2883435582822086,0.5803571428571429
large_body AND sweep_low AND ny,103,17,74,0.1650485436893204,-0.3058252427184466,0.5743243243243243
rejection_bull AND sweep_low,148,28,116,0.1891891891891892,-0.3108108108108108,0.603448275862069
engulf_bull AND bull_fvg AND ny,266,37,182,0.13909774436090225,-0.33646616541353386,0.5082417582417582
sweep_low AND bear_fvg AND ny,91,14,68,0.15384615384615385,-0.3626373626373626,0.5147058823529411
engulf_bull AND bull_fvg AND overlap,217,26,157,0.11981566820276497,-0.423963133640553,0.4140127388535032
