rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
engulf_bull AND rejection_bull AND sweep_high,16,2,14,0.125,0.375,1.4285714285714286
rejection_bull AND sweep_high,18,2,16,0.1111111111111111,0.2222222222222222,1.25
rejection_bull AND bear_fvg AND ny,18,1,13,0.05555555555555555,-0.16666666666666666,0.7692307692307693
rejection_bull AND bear_fvg AND overlap,18,1,13,0.05555555555555555,-0.16666666666666666,0.7692307692307693
rejection_bull AND bull_fvg AND ny,20,1,16,0.05,-0.3,0.625
rejection_bull AND bull_fvg AND overlap,20,1,16,0.05,-0.3,0.625
engulf_bear AND sweep_low AND london,26,1,18,0.038461538461538464,-0.3076923076923077,0.5555555555555556
sweep_low AND bear_fvg AND london,32,1,22,0.03125,-0.375,0.45454545454545453
engulf_bull AND large_body AND sweep_low,50,2,39,0.04,-0.38,0.5128205128205128
large_body AND sweep_low AND ny,32,1,23,0.03125,-0.40625,0.43478260869565216
large_body AND sweep_low AND overlap,32,1,23,0.03125,-0.40625,0.43478260869565216
rejection_bear AND bull_fvg AND ny,22,1,19,0.045454545454545456,-0.4090909090909091,0.5263157894736842
rejection_bear AND bull_fvg AND overlap,22,1,19,0.045454545454545456,-0.4090909090909091,0.5263157894736842
engulf_bear AND bear_fvg AND london,108,4,89,0.037037037037037035,-0.4537037037037037,0.449438202247191
engulf_bull AND sweep_high AND bull_fvg,66,2,50,0.030303030303030304,-0.45454545454545453,0.4
rejection_bull AND ny,94,3,74,0.031914893617021274,-0.46808510638297873,0.40540540540540543
rejection_bull AND overlap,94,3,74,0.031914893617021274,-0.46808510638297873,0.40540540540540543
rejection_bull AND ny AND overlap,94,3,74,0.031914893617021274,-0.46808510638297873,0.40540540540540543
engulf_bear AND large_body AND sweep_low,64,2,50,0.03125,-0.46875,0.4
engulf_bear AND sweep_low AND ny,40,1,29,0.025,-0.475,0.3448275862068966
engulf_bear AND sweep_low AND overlap,40,1,29,0.025,-0.475,0.3448275862068966
rejection_bull AND london,80,2,59,0.025,-0.4875,0.3389830508474576
engulf_bull AND rejection_bull AND london,40,1,30,0.025,-0.5,0.3333333333333333
rejection_bull AND bear_fvg,86,2,65,0.023255813953488372,-0.5232558139534884,0.3076923076923077
large_body AND sweep_low,148,4,118,0.02702702702702703,-0.527027027027027,0.3389830508474576
engulf_bear AND london,480,13,393,0.027083333333333334,-0.5479166666666667,0.33078880407124683
rejection_bull AND bull_fvg,42,1,34,0.023809523809523808,-0.5714285714285714,0.29411764705882354
engulf_bull AND sweep_high,224,5,180,0.022321428571428572,-0.5803571428571429,0.2777777777777778
engulf_bull AND sweep_low,88,2,72,0.022727272727272728,-0.5909090909090909,0.2777777777777778
bear_fvg AND london,184,4,150,0.021739130434782608,-0.5978260869565217,0.26666666666666666
engulf_bear AND sweep_low,218,4,171,0.01834862385321101,-0.6009174311926605,0.23391812865497075
engulf_bear AND large_body AND london,188,4,154,0.02127659574468085,-0.6063829787234043,0.2597402597402597
rejection_bull,552,12,455,0.021739130434782608,-0.6068840579710145,0.26373626373626374
engulf_bull AND large_body AND sweep_high,58,1,46,0.017241379310344827,-0.6206896551724138,0.21739130434782608
engulf_bull,3298,64,2688,0.019405700424499697,-0.6209824135839903,0.23809523809523808
engulf_bear,3010,58,2462,0.019269102990033222,-0.6252491694352159,0.2355808285946385
engulf_bull AND london,508,9,408,0.017716535433070866,-0.6259842519685039,0.22058823529411764
rejection_bear AND bull_fvg,88,2,76,0.022727272727272728,-0.6363636363636364,0.2631578947368421
