rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
engulf_bear AND rejection_bear AND london,44,1,38,0.022727272727272728,-0.6363636363636364,0.2631578947368421
engulf_bull AND rejection_bull,314,6,260,0.01910828025477707,-0.6369426751592356,0.23076923076923078
london,1582,28,1288,0.017699115044247787,-0.6371681415929203,0.21739130434782608
sweep_low AND london,76,1,59,0.013157894736842105,-0.6447368421052632,0.1694915254237288
engulf_bull AND large_body AND london,224,4,185,0.017857142857142856,-0.6473214285714286,0.21621621621621623
rejection_bear,566,9,459,0.015901060070671377,-0.6519434628975265,0.19607843137254902
engulf_bull AND large_body,1062,17,866,0.0160075329566855,-0.655367231638418,0.19630484988452657
large_body AND london,528,9,437,0.017045454545454544,-0.6571969696969697,0.20594965675057209
ny,1580,24,1281,0.015189873417721518,-0.6588607594936708,0.1873536299765808
overlap,1580,24,1281,0.015189873417721518,-0.6588607594936708,0.1873536299765808
ny AND overlap,1580,24,1281,0.015189873417721518,-0.6588607594936708,0.1873536299765808
sweep_low AND ny,94,1,72,0.010638297872340425,-0.6595744680851063,0.1388888888888889
sweep_low AND overlap,94,1,72,0.010638297872340425,-0.6595744680851063,0.1388888888888889
sweep_low AND ny AND overlap,94,1,72,0.010638297872340425,-0.6595744680851063,0.1388888888888889
engulf_bear AND sweep_low AND bear_fvg,74,1,59,0.013513513513513514,-0.6621621621621622,0.1694915254237288
rejection_bear AND sweep_high,92,1,71,0.010869565217391304,-0.6630434782608695,0.14084507042253522
engulf_bull AND ny,460,7,378,0.015217391304347827,-0.6695652173913044,0.18518518518518517
engulf_bull AND overlap,460,7,378,0.015217391304347827,-0.6695652173913044,0.18518518518518517
engulf_bull AND ny AND overlap,460,7,378,0.015217391304347827,-0.6695652173913044,0.18518518518518517
engulf_bull AND large_body AND ny,146,2,118,0.0136986301369863,-0.6712328767123288,0.1694915254237288
engulf_bull AND large_body AND overlap,146,2,118,0.0136986301369863,-0.6712328767123288,0.1694915254237288
large_body AND ny,450,6,363,0.013333333333333334,-0.6733333333333333,0.1652892561983471
large_body AND overlap,450,6,363,0.013333333333333334,-0.6733333333333333,0.1652892561983471
large_body AND ny AND overlap,450,6,363,0.013333333333333334,-0.6733333333333333,0.1652892561983471
large_body,2562,36,2093,0.01405152224824356,-0.6764246682279469,0.17200191113234592
engulf_bull AND bull_fvg,660,9,537,0.013636363636363636,-0.6772727272727272,0.16759776536312848
rejection_bear AND ny,84,1,67,0.011904761904761904,-0.6785714285714286,0.14925373134328357
rejection_bear AND overlap,84,1,67,0.011904761904761904,-0.6785714285714286,0.14925373134328357
rejection_bear AND ny AND overlap,84,1,67,0.011904761904761904,-0.6785714285714286,0.14925373134328357
engulf_bear AND large_body,1018,14,839,0.0137524557956778,-0.6866404715127702,0.16686531585220502
sweep_high,542,7,443,0.012915129151291513,-0.6881918819188192,0.1580135440180587
engulf_bear AND rejection_bear,260,3,209,0.011538461538461539,-0.6884615384615385,0.14354066985645933
bull_fvg,1080,14,887,0.012962962962962963,-0.6916666666666667,0.15783540022547915
sweep_low,506,6,410,0.011857707509881422,-0.691699604743083,0.14634146341463414
sweep_high AND bull_fvg,160,2,131,0.0125,-0.69375,0.15267175572519084
engulf_bear AND large_body AND ny,174,2,141,0.011494252873563218,-0.6954022988505747,0.14184397163120568
engulf_bear AND large_body AND overlap,174,2,141,0.011494252873563218,-0.6954022988505747,0.14184397163120568
engulf_bear AND bear_fvg,574,7,471,0.012195121951219513,-0.6986062717770035,0.14861995753715498
large_body AND sweep_high AND ny,30,0,21,0.0,-0.7,0.0
large_body AND sweep_high AND overlap,30,0,21,0.0,-0.7,0.0
bear_fvg,1030,11,838,0.010679611650485437,-0.7067961165048544,0.13126491646778043
rejection_bull AND sweep_low AND bear_fvg,38,0,27,0.0,-0.7105263157894737,0.0
large_body AND bull_fvg AND london,52,1,47,0.019230769230769232,-0.7115384615384616,0.2127659574468085
bear_fvg AND ny,296,2,231,0.006756756756756757,-0.7128378378378378,0.08658008658008658
bear_fvg AND overlap,296,2,231,0.006756756756756757,-0.7128378378378378,0.08658008658008658
bear_fvg AND ny AND overlap,296,2,231,0.006756756756756757,-0.7128378378378378,0.08658008658008658
engulf_bull AND large_body AND bull_fvg,238,3,200,0.012605042016806723,-0.7142857142857143,0.15
sweep_low AND bear_fvg,164,1,129,0.006097560975609756,-0.725609756097561,0.07751937984496124
rejection_bull AND bear_fvg AND london,22,0,16,0.0,-0.7272727272727273,0.0
large_body AND sweep_high,118,1,96,0.00847457627118644,-0.7288135593220338,0.10416666666666667
bull_fvg AND ny,286,3,240,0.01048951048951049,-0.7342657342657343,0.125
bull_fvg AND overlap,286,3,240,0.01048951048951049,-0.7342657342657343,0.125
bull_fvg AND ny AND overlap,286,3,240,0.01048951048951049,-0.7342657342657343,0.125
large_body AND bull_fvg,292,3,245,0.010273972602739725,-0.7363013698630136,0.12244897959183673
engulf_bull AND bull_fvg AND london,100,1,84,0.01,-0.74,0.11904761904761904
rejection_bear AND london,110,1,92,0.00909090909090909,-0.7454545454545455,0.10869565217391304
engulf_bear AND ny,452,3,367,0.00663716814159292,-0.745575221238938,0.08174386920980926
engulf_bear AND overlap,452,3,367,0.00663716814159292,-0.745575221238938,0.08174386920980926
engulf_bear AND ny AND overlap,452,3,367,0.00663716814159292,-0.745575221238938,0.08174386920980926
sweep_low AND bear_fvg AND ny,40,0,30,0.0,-0.75,0.0
sweep_low AND bear_fvg AND overlap,40,0,30,0.0,-0.75,0.0
engulf_bear AND rejection_bear AND ny,36,0,27,0.0,-0.75,0.0
engulf_bear AND rejection_bear AND overlap,36,0,27,0.0,-0.75,0.0
engulf_bull AND sweep_high AND ny,32,0,24,0.0,-0.75,0.0
engulf_bull AND sweep_high AND overlap,32,0,24,0.0,-0.75,0.0
engulf_bear AND rejection_bear AND sweep_high,32,0,24,0.0,-0.75,0.0
rejection_bear AND sweep_high AND ny,16,0,12,0.0,-0.75,0.0
rejection_bear AND sweep_high AND overlap,16,0,12,0.0,-0.75,0.0
sweep_high AND ny,80,0,62,0.0,-0.775,0.0
sweep_high AND overlap,80,0,62,0.0,-0.775,0.0
sweep_high AND ny AND overlap,80,0,62,0.0,-0.775,0.0
sweep_high AND london,108,1,94,0.009259259259259259,-0.7777777777777778,0.10638297872340426
rejection_bull AND sweep_low,72,0,56,0.0,-0.7777777777777778,0.0
large_body AND rejection_bear,18,0,14,0.0,-0.7777777777777778,0.0
engulf_bear AND bear_fvg AND ny,158,0,123,0.0,-0.7784810126582279,0.0
engulf_bear AND bear_fvg AND overlap,158,0,123,0.0,-0.7784810126582279,0.0
engulf_bull AND bull_fvg AND ny,172,1,144,0.005813953488372093,-0.7790697674418605,0.06944444444444445
engulf_bull AND bull_fvg AND overlap,172,1,144,0.005813953488372093,-0.7790697674418605,0.06944444444444445
large_body AND bear_fvg AND ny,82,0,64,0.0,-0.7804878048780488,0.0
large_body AND bear_fvg AND overlap,82,0,64,0.0,-0.7804878048780488,0.0
bull_fvg AND london,156,1,132,0.00641025641025641,-0.782051282051282,0.07575757575757576
large_body AND sweep_low AND london,24,0,19,0.0,-0.7916666666666666,0.0
large_body AND sweep_high AND bull_fvg,26,0,21,0.0,-0.8076923076923077,0.0
engulf_bear AND sweep_high,82,0,67,0.0,-0.8170731707317073,0.0
sweep_high AND bull_fvg AND ny,40,0,33,0.0,-0.825,0.0
sweep_high AND bull_fvg AND overlap,40,0,33,0.0,-0.825,0.0
engulf_bull AND rejection_bull AND ny,52,0,43,0.0,-0.8269230769230769,0.0
engulf_bull AND rejection_bull AND overlap,52,0,43,0.0,-0.8269230769230769,0.0
large_body AND bear_fvg,264,0,219,0.0,-0.8295454545454546,0.0
engulf_bull AND rejection_bull AND sweep_low,18,0,15,0.0,-0.8333333333333334,0.0
engulf_bear AND large_body AND bear_fvg,200,0,167,0.0,-0.835,0.0
large_body AND sweep_low AND bear_fvg,38,0,32,0.0,-0.8421052631578947,0.0
large_body AND bear_fvg AND london,66,0,56,0.0,-0.8484848484848485,0.0
large_body AND bull_fvg AND ny,86,0,73,0.0,-0.8488372093023255,0.0
large_body AND bull_fvg AND overlap,86,0,73,0.0,-0.8488372093023255,0.0
rejection_bear AND sweep_high AND london,20,0,17,0.0,-0.85,0.0
engulf_bull AND rejection_bull AND bull_fvg,34,0,29,0.0,-0.8529411764705882,0.0
engulf_bull AND sweep_high AND london,42,0,36,0.0,-0.8571428571428571,0.0
rejection_bear AND bear_fvg,36,0,31,0.0,-0.8611111111111112,0.0
rejection_bear AND sweep_low,22,0,19,0.0,-0.8636363636363636,0.0
rejection_bear AND bull_fvg AND london,22,0,19,0.0,-0.8636363636363636,0.0
sweep_high AND bull_fvg AND london,30,0,26,0.0,-0.8666666666666667,0.0
engulf_bear AND rejection_bear AND bear_fvg,32,0,28,0.0,-0.875,0.0
large_body AND sweep_high AND london,16,0,14,0.0,-0.875,0.0
rejection_bear AND sweep_high AND bull_fvg,26,0,23,0.0,-0.8846153846153846,0.0
engulf_bear AND large_body AND sweep_high,36,0,32,0.0,-0.8888888888888888,0.0
