run,trades,risk_per_trade,starting_balance,ending_balance,net_return_pct,max_drawdown_pct,min_balance,max_balance
71,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.1151884957421889,9600.273083441998,18503.741180771733
72,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.16104092504116285,9403.657104036414,18242.921915287574
73,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.1429922092620476,10300.0,18991.253060990308
74,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.0788932131231616,10059.223669005245,19584.172624014092
75,153,0.01,10000.0,18242.92191528761,0.8242921915287611,0.08702358213238658,9894.138903000001,19036.293270337923
76,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.08648275251635909,9801.0,19036.293270337905
77,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.11466435047760214,9801.0,18481.838126541646
78,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.11413989471947267,9702.99,18613.327125076587
79,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.12351770697282585,10197.0,19047.57000320691
80,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.09615334631106319,9801.0,18275.361389173304
81,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.11466435047760203,9900.0,19572.57820629547
82,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.12299849577227828,9129.76417867613,18242.921915287567
83,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.08756409156105695,9760.45466681212,18427.19385382584
84,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.13791669468868956,9702.99,18613.32712507659
85,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.10519181284795248,9900.0,18613.327125076616
86,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.1224789770010322,9414.80149401,18635.386008540027
87,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.11780457109192963,9702.99,18845.93033763453
88,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.06848646274093118,9600.273083441998,18242.921915287574
89,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.0870235821323868,9900.0,18613.327125076597
90,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.1404508257064098,10197.0,18242.921915287578
91,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.19075151496856452,9818.259660464913,22543.04117057311
92,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.09722323818201098,9988.162904995208,18253.728670272238
93,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.07725530557207973,9801.0,18242.921915287585
94,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.1141398947194729,9702.99,18427.193853825822
95,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.1664740604176212,10287.807792145066,18427.193853825844
96,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.16598029573210363,8580.234412369788,18242.92191528759
97,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.09561792499119526,9702.99,19205.8180092322
98,153,0.01,10000.0,18242.921915287603,0.8242921915287602,0.06903794670039494,10300.0,18449.03214845463
99,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.08324676689745354,10095.03,19595.773910042066
100,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.08864415061445409,10263.46665544867,18635.386008540016
101,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.09668845064544636,9605.9601,19036.293270337905
102,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.13228252990309747,9414.80149401,19239.969700208985
103,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.12351770697282631,9697.2455388303,18242.92191528756
104,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.14045082570640968,9900.0,18459.96099916494
105,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.08702358213238628,10184.929714223616,19002.503112908234
106,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.08756409156105716,10197.0,18812.47808177914
107,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.12299849577227807,9691.504478553947,18935.42745440366
108,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.13176851081455546,10300.0,18242.921915287574
109,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.06958910416480961,9900.0,19013.759829139897
110,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.13279624467691903,9605.9601,18242.921915287596
111,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.1664740604176213,9464.95254746992,18624.35330096137
112,153,0.01,10000.0,18242.921915287552,0.8242921915287551,0.14197655876302184,9900.0,19183.083899990183
113,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.08810428099193035,10089.0534393891,19183.083899990223
114,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.13125418723102159,9801.0,19274.1821195544
115,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.06848646274093129,9702.99,18823.622230848494
116,153,0.01,10000.0,18242.92191528755,0.8242921915287549,0.12247897700103211,9988.162904995208,18242.92191528755
117,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.12351770697282605,9900.0,18427.19385382582
118,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.1743204927747828,9801.0,19376.852424232533
119,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.09561792499119533,10300.0,18801.34053038041
120,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.10625100580019067,9801.0,19817.168791215263
121,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.12299849577227769,10197.0,20423.77534266782
122,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10466174574128354,9900.0,19388.330897773943
123,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.09561792499119535,9777.810659220957,18991.25306099032
124,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.06958910416480987,10071.144978997585,18242.921915287563
125,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.10466174574128345,10095.03,19981.81065606988
126,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.13125418723102175,9504.270352607578,18613.327125076612
127,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.06848646274093124,9801.0,18812.47808177916
128,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.08864415061445434,9129.764178676132,18812.478081779165
129,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.12247897700103193,10300.0,18991.253060990315
130,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.1224789770010321,9801.0,18307.858546771673
131,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.106780132017227,9801.0,18427.19385382583
132,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.11466435047760219,9988.162904995208,19411.30824776354
133,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.13994164535871137,9668.574206131256,18427.193853825847
134,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11413989471947292,9900.0,18242.921915287578
135,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.0956179249911954,8953.382542587166,18253.72867027224
136,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.10572156613899204,10300.0,18801.340530380392
137,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.14095970460406645,8754.447926099165,18613.327125076616
138,153,0.01,10000.0,18242.921915287607,0.8242921915287607,0.1229984957722777,9605.9601,18613.32712507663
139,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.08810428099193043,10197.0,18242.921915287578
140,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.12403661078476692,10300.0,18427.193853825844
141,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.09668845064544637,9414.80149401,19194.447588796214
142,153,0.01,10000.0,18242.921915287552,0.8242921915287551,0.10519181284795241,9509.900499,18657.47103425815
143,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10625100580019069,9509.900499,19642.247818656804
144,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.1338227620009465,9605.9601,18624.35330096136
145,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.18547662625355615,10197.0,18438.109767951737
146,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.12299849577227812,8682.314891854447,19411.308247763543
147,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.10466174574128373,10095.03,18242.921915287567
148,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.09935922409948894,10095.03,18427.193853825822
149,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.15256659095066913,9801.0,18253.72867027223
150,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.133822762000946,9900.0,18823.622230848512
151,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10466174574128352,9118.957190080697,18427.193853825833
152,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.11361512828387094,9702.99,20581.264975751987
153,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.077801598113522,9504.270352607578,18242.921915287585
154,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.06793465209301022,9685.76681715751,19572.578206295504
155,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.08648275251635913,9900.0,19002.50311290824
156,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.07780159811352194,10293.902091,18801.340530380403
157,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.09561792499119566,9900.0,18624.353300961357
158,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.11413989471947293,10197.0,20243.50001252893
159,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.13279624467691925,9691.504478553947,18427.193853825847
160,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.08648275251635894,9964.530733445312,18449.03214845461
161,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.10572156613899182,10300.0,19194.447588796196
162,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.08810428099193006,9766.236571849751,18624.35330096138
163,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.08702358213238677,9309.620532996052,18613.3271250766
164,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10466174574128374,9783.602845613645,18801.340530380403
165,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.08648275251635902,9783.602845613645,18991.253060990308
166,153,0.01,10000.0,18242.921915287603,0.8242921915287602,0.1490463174493456,9509.900499,18812.47808177918
167,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.11361512828387077,9777.810659220955,18438.10976795175
168,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.07889321312316168,9900.0,18427.193853825833
169,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.10519181284795233,9894.138903000001,19388.330897773936
170,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.10466174574128385,9748.901123894015,19572.578206295486
171,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.07998353597774394,10300.0,18242.921915287563
172,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.14904631744934568,9900.0,18286.187360676424
173,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.1585530634137703,9900.0,19025.023213633056
174,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.1051918128479523,9900.0,18613.327125076612
175,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10572156613899203,10095.03,18613.327125076597
176,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.08756409156105706,9870.729193915531,18242.921915287585
177,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.06903794670039493,9795.19751397,18427.193853825836
178,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11466435047760229,9221.984018864778,19376.852424232537
179,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.1738313761644137,10300.0,19840.654362279623
180,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.1146643504776019,10300.0,18427.19385382583
181,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.10625100580019084,9795.19751397,18242.921915287578
182,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.12247897700103194,9605.9601,20789.156541163604
183,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.08648275251635927,9900.0,18801.34053038041
184,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.08648275251635883,9888.281275945257,19388.330897773958
185,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10572156613899196,10172.873716159173,18668.523360143074
186,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.05963428959635816,9888.281275945255,18801.340530380392
187,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.08972293119168956,9900.0,20041.06501240365
188,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.10466174574128374,9795.19751397,18991.253060990308
189,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.14095970460406665,9189.27431793196,18613.3271250766
190,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.12299849577227809,9481.783079465778,19183.0838999902
191,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.08648275251635919,9900.0,18991.253060990315
192,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.09561792499119555,9702.99,18823.622230848483
193,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.09668845064544652,9594.589433768408,19183.08389999022
194,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.13994164535871154,10300.0,18879.44207812645
195,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.10519181284795241,9900.0,18242.92191528758
196,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.07725530557207992,10300.0,18801.34053038041
197,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.11518849574218906,9320.6534790699,19770.281016460096
198,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.09668845064544637,9789.398463185802,18624.353300961353
199,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.10572156613899174,9414.80149401,18427.19385382583
200,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.0778015981135221,9988.162904995208,18635.386008540012
201,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.08864415061445435,9702.99,18242.921915287596
202,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.12247897700103175,9801.0,19025.023213633063
203,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.12559147970824164,10197.0,18427.193853825825
204,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.10625100580019067,10154.816471531798,18624.35330096137
205,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.10519181284795223,9783.602845613645,18459.960999164945
206,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.11466435047760212,9900.0,20375.452325994458
207,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.15905122524363713,9425.797394460567,18242.92191528759
208,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.14955010755802622,9702.99,19445.82534047025
209,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.06793465209301015,9600.273083441998,18991.253060990304
210,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.06903794670039495,10095.03,18991.253060990308
211,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.09722323818201085,9509.900499,19002.503112908245
212,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.08702358213238676,9702.99,18242.921915287592
213,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.09775770910830961,10197.0,18242.921915287585
214,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.0679346520930103,9691.504478553945,19013.759829139894
215,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11466435047760196,9414.80149401,19376.852424232537
216,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.15905122524363727,8905.789320689837,18427.19385382583
217,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.15306829695182828,10293.902091,18253.72867027224
218,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11413989471947286,9900.0,18242.921915287578
219,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.19836941046095397,9605.9601,18613.327125076594
220,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.07889321312316164,9392.525905783123,19376.852424232555
221,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.10466174574128377,10300.0,18438.109767951755
222,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.11518849574218866,9605.9601,18427.193853825825
223,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.10466174574128359,9697.2455388303,18801.340530380417
224,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.06848646274093138,10197.0,18427.193853825822
225,153,0.01,10000.0,18242.921915287556,0.8242921915287555,0.1136151282838708,9697.2455388303,18427.193853825815
226,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.07013993532747118,9783.602845613645,18646.42525168176
227,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.08648275251635919,9509.900499,18624.353300961357
228,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.11413989471947256,9702.99,18613.327125076605
229,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.06793465209300974,10095.03,18646.425251681736
230,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10466174574128358,10300.0,19572.57820629549
231,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.08810428099192985,9801.0,18438.109767951762
232,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.20779441242978258,10095.03,20520.765460638246
233,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.11518849574218887,9386.965248671117,18427.19385382583
234,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.09615334631106297,9801.0,19805.4364327758
235,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.11413989471947288,8770.015042277219,18242.921915287574
236,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.07780159811352205,10197.0,19584.172624014092
237,153,0.01,10000.0,18242.92191528757,0.8242921915287571,0.15805460648244551,10190.96307009,18427.19385382583
238,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.10625100580019085,9498.643539430721,19002.503112908227
239,153,0.01,10000.0,18242.921915287556,0.8242921915287555,0.10572156613899228,9409.2276490815,18427.193853825815
240,153,0.01,10000.0,18242.921915287596,0.8242921915287595,0.10572156613899186,10300.0,18242.921915287596
241,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.10836563185849399,9600.273083441998,18438.109767951762
242,153,0.01,10000.0,18242.921915287563,0.8242921915287562,0.14095970460406707,9900.0,18801.340530380392
243,153,0.01,10000.0,18242.921915287592,0.8242921915287593,0.11413989471947271,10197.0,19002.503112908253
244,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.13176851081455554,9414.80149401,21011.58751153184
245,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.10836563185849368,10269.546535083839,18449.032148454608
246,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.10466174574128366,9118.957190080699,18624.35330096135
247,153,0.01,10000.0,18242.92191528758,0.8242921915287582,0.09668845064544651,9118.957190080699,19228.579060947366
248,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11361512828387066,9900.0,20581.264975751972
249,153,0.01,10000.0,18242.92191528756,0.824292191528756,0.06848646274093127,9498.643539430723,18459.960999164923
250,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.0695891041648098,10197.0,18823.622230848494
251,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11675907041236501,9801.0,18242.921915287578
252,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.09722323818201076,9894.138903000001,18438.109767951766
253,153,0.01,10000.0,18242.921915287574,0.8242921915287573,0.12351770697282605,10197.0,18668.523360143074
254,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.11518849574218896,8759.63389215233,19572.578206295493
255,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.14045082570640988,9702.99,21036.48860294788
256,153,0.01,10000.0,18242.92191528759,0.8242921915287589,0.08756409156105673,10197.0,18427.193853825847
257,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.13330965531618316,8995.746788575592,18242.921915287578
258,153,0.01,10000.0,18242.921915287578,0.8242921915287578,0.14904631744934585,9900.0,20411.683854951712
259,153,0.01,10000.0,18242.921915287585,0.8242921915287584,0.1224789770010321,9801.0,18991.25306099032
260,153,0.01,10000.0,18242.921915287567,0.8242921915287567,0.11413989471947274,9001.075695419551,18242.921915287567
