run,trades,ending_r,max_drawdown_r,min_equity_r,max_equity_r
665,153,63.0,13.0,-1.0,63.0
666,153,63.0,9.0,-1.0,64.0
667,153,63.0,14.0,-2.0,66.0
668,153,63.0,9.0,-5.0,65.0
669,153,63.0,10.0,-4.0,70.0
670,153,63.0,11.0,-4.0,64.0
671,153,63.0,9.0,3.0,66.0
672,153,63.0,11.0,-1.0,67.0
673,153,63.0,11.0,2.0,65.0
674,153,63.0,8.0,-4.0,68.0
675,153,63.0,10.0,3.0,64.0
676,153,63.0,9.0,-2.0,72.0
677,153,63.0,25.0,-2.0,85.0
678,153,63.0,15.0,-1.0,68.0
679,153,63.0,8.0,-4.0,64.0
680,153,63.0,16.0,-9.0,69.0
681,153,63.0,7.0,-4.0,64.0
682,153,63.0,9.0,-3.0,65.0
683,153,63.0,13.0,3.0,69.0
684,153,63.0,10.0,-5.0,64.0
685,153,63.0,11.0,-1.0,68.0
686,153,63.0,23.0,-18.0,68.0
687,153,63.0,7.0,0.0,64.0
688,153,63.0,10.0,-2.0,69.0
689,153,63.0,13.0,2.0,70.0
690,153,63.0,10.0,-1.0,64.0
691,153,63.0,11.0,3.0,69.0
692,153,63.0,14.0,-3.0,71.0
693,153,63.0,11.0,2.0,63.0
694,153,63.0,11.0,-6.0,64.0
695,153,63.0,13.0,-4.0,65.0
696,153,63.0,10.0,2.0,70.0
697,153,63.0,11.0,-3.0,65.0
698,153,63.0,7.0,-3.0,67.0
699,153,63.0,14.0,3.0,63.0
700,153,63.0,9.0,-1.0,66.0
701,153,63.0,22.0,3.0,64.0
702,153,63.0,9.0,2.0,64.0
703,153,63.0,9.0,-3.0,63.0
704,153,63.0,16.0,2.0,78.0
705,153,63.0,9.0,-4.0,63.0
706,153,63.0,8.0,-4.0,65.0
707,153,63.0,7.0,-5.0,68.0
708,153,63.0,17.0,-2.0,63.0
709,153,63.0,8.0,2.0,63.0
710,153,63.0,12.0,2.0,70.0
711,153,63.0,12.0,-1.0,66.0
712,153,63.0,17.0,-2.0,65.0
713,153,63.0,13.0,-1.0,66.0
714,153,63.0,9.0,0.0,68.0
715,153,63.0,11.0,-2.0,65.0
716,153,63.0,10.0,-1.0,63.0
717,153,63.0,11.0,-5.0,74.0
718,153,63.0,14.0,-4.0,66.0
719,153,63.0,14.0,-2.0,70.0
720,153,63.0,11.0,-3.0,64.0
721,153,63.0,12.0,-7.0,66.0
722,153,63.0,10.0,-8.0,66.0
723,153,63.0,9.0,-8.0,64.0
724,153,63.0,10.0,-1.0,64.0
725,153,63.0,12.0,-7.0,75.0
726,153,63.0,9.0,3.0,63.0
727,153,63.0,15.0,-2.0,67.0
728,153,63.0,13.0,3.0,63.0
729,153,63.0,12.0,-6.0,66.0
730,153,63.0,9.0,0.0,67.0
731,153,63.0,10.0,-2.0,65.0
732,153,63.0,11.0,3.0,71.0
733,153,63.0,10.0,-7.0,67.0
734,153,63.0,13.0,-3.0,69.0
735,153,63.0,8.0,-1.0,67.0
736,153,63.0,10.0,1.0,71.0
737,153,63.0,10.0,-7.0,63.0
738,153,63.0,15.0,3.0,69.0
739,153,63.0,9.0,-4.0,63.0
740,153,63.0,12.0,-11.0,63.0
741,153,63.0,9.0,-3.0,63.0
742,153,63.0,14.0,1.0,64.0
743,153,63.0,11.0,0.0,67.0
744,153,63.0,10.0,-4.0,63.0
745,153,63.0,10.0,-4.0,66.0
746,153,63.0,13.0,-1.0,67.0
747,153,63.0,9.0,-3.0,63.0
748,153,63.0,20.0,2.0,66.0
749,153,63.0,8.0,0.0,64.0
750,153,63.0,11.0,-2.0,68.0
751,153,63.0,14.0,-5.0,63.0
752,153,63.0,10.0,2.0,64.0
753,153,63.0,15.0,-6.0,66.0
754,153,63.0,9.0,-3.0,66.0
755,153,63.0,13.0,2.0,65.0
756,153,63.0,13.0,-2.0,65.0
757,153,63.0,10.0,-5.0,63.0
758,153,63.0,12.0,-1.0,74.0
759,153,63.0,12.0,3.0,65.0
760,153,63.0,7.0,-6.0,64.0
761,153,63.0,10.0,-1.0,65.0
762,153,63.0,9.0,-2.0,64.0
763,153,63.0,16.0,-4.0,63.0
764,153,63.0,9.0,2.0,72.0
765,153,63.0,15.0,-8.0,65.0
766,153,63.0,11.0,-7.0,64.0
767,153,63.0,25.0,-13.0,63.0
768,153,63.0,13.0,-2.0,65.0
769,153,63.0,12.0,-2.0,65.0
770,153,63.0,9.0,-1.0,64.0
771,153,63.0,12.0,-4.0,64.0
772,153,63.0,9.0,-7.0,66.0
773,153,63.0,17.0,-3.0,65.0
774,153,63.0,8.0,-5.0,70.0
775,153,63.0,7.0,-4.0,63.0
776,153,63.0,9.0,-2.0,65.0
777,153,63.0,13.0,-3.0,67.0
778,153,63.0,9.0,-3.0,63.0
779,153,63.0,12.0,-1.0,70.0
780,153,63.0,15.0,-10.0,66.0
781,153,63.0,10.0,-6.0,65.0
782,153,63.0,11.0,-3.0,65.0
783,153,63.0,11.0,-1.0,66.0
784,153,63.0,10.0,3.0,70.0
785,153,63.0,12.0,2.0,75.0
786,153,63.0,10.0,2.0,67.0
787,153,63.0,18.0,-12.0,63.0
788,153,63.0,12.0,3.0,74.0
789,153,63.0,11.0,2.0,63.0
790,153,63.0,17.0,-3.0,65.0
791,153,63.0,8.0,-3.0,66.0
792,153,63.0,15.0,-1.0,68.0
793,153,63.0,10.0,-3.0,64.0
794,153,63.0,7.0,-2.0,65.0
795,153,63.0,10.0,-4.0,65.0
796,153,63.0,20.0,-3.0,64.0
797,153,63.0,14.0,0.0,63.0
798,153,63.0,11.0,2.0,65.0
799,153,63.0,11.0,3.0,63.0
800,153,63.0,15.0,-2.0,64.0
801,153,63.0,8.0,-3.0,64.0
802,153,63.0,9.0,-9.0,64.0
803,153,63.0,12.0,-9.0,68.0
804,153,63.0,15.0,-2.0,68.0
805,153,63.0,7.0,-3.0,67.0
806,153,63.0,9.0,-2.0,63.0
807,153,63.0,8.0,-2.0,64.0
808,153,63.0,11.0,2.0,63.0
809,153,63.0,14.0,-9.0,63.0
810,153,63.0,10.0,-6.0,64.0
811,153,63.0,14.0,-1.0,66.0
812,153,63.0,11.0,-2.0,64.0
813,153,63.0,10.0,-3.0,67.0
814,153,63.0,10.0,-2.0,66.0
815,153,63.0,10.0,-7.0,66.0
816,153,63.0,10.0,-3.0,68.0
817,153,63.0,10.0,-3.0,66.0
818,153,63.0,9.0,-1.0,66.0
819,153,63.0,8.0,-9.0,65.0
820,153,63.0,8.0,-2.0,64.0
821,153,63.0,9.0,-1.0,63.0
822,153,63.0,13.0,2.0,66.0
823,153,63.0,17.0,2.0,66.0
824,153,63.0,9.0,-2.0,64.0
825,153,63.0,8.0,-1.0,69.0
826,153,63.0,13.0,-1.0,64.0
827,153,63.0,14.0,2.0,63.0
828,153,63.0,16.0,-3.0,67.0
829,153,63.0,9.0,-2.0,63.0
830,153,63.0,7.0,-6.0,65.0
831,153,63.0,11.0,-7.0,64.0
832,153,63.0,9.0,-1.0,64.0
833,153,63.0,6.0,-7.0,65.0
834,153,63.0,11.0,-2.0,67.0
835,153,63.0,11.0,3.0,64.0
836,153,63.0,10.0,-1.0,71.0
837,153,63.0,9.0,-2.0,64.0
838,153,63.0,6.0,-4.0,64.0
839,153,63.0,20.0,-6.0,65.0
840,153,63.0,10.0,-6.0,64.0
841,153,63.0,14.0,1.0,63.0
842,153,63.0,8.0,0.0,67.0
843,153,63.0,14.0,-5.0,63.0
844,153,63.0,7.0,-1.0,64.0
845,153,63.0,10.0,-1.0,69.0
846,153,63.0,12.0,-1.0,71.0
847,153,63.0,9.0,-3.0,64.0
848,153,63.0,11.0,-5.0,69.0
849,153,63.0,8.0,-1.0,71.0
850,153,63.0,11.0,-1.0,68.0
851,153,63.0,11.0,-6.0,63.0
852,153,63.0,10.0,-2.0,63.0
853,153,63.0,14.0,-7.0,67.0
854,153,63.0,15.0,1.0,75.0
855,153,63.0,16.0,-2.0,71.0
856,153,63.0,9.0,-3.0,69.0
857,153,63.0,17.0,-13.0,63.0
858,153,63.0,8.0,-1.0,69.0
859,153,63.0,11.0,-2.0,64.0
860,153,63.0,11.0,-4.0,66.0
861,153,63.0,7.0,-3.0,64.0
862,153,63.0,12.0,-5.0,64.0
863,153,63.0,12.0,-9.0,63.0
864,153,63.0,10.0,2.0,70.0
865,153,63.0,15.0,-10.0,67.0
866,153,63.0,7.0,1.0,64.0
867,153,63.0,8.0,-4.0,63.0
868,153,63.0,10.0,-3.0,65.0
869,153,63.0,10.0,0.0,65.0
870,153,63.0,7.0,-7.0,70.0
871,153,63.0,11.0,-2.0,63.0
872,153,63.0,8.0,-5.0,66.0
873,153,63.0,10.0,2.0,64.0
874,153,63.0,11.0,-4.0,64.0
875,153,63.0,10.0,-4.0,70.0
876,153,63.0,12.0,-4.0,63.0
877,153,63.0,14.0,-4.0,63.0
878,153,63.0,16.0,-3.0,63.0
879,153,63.0,11.0,-4.0,64.0
880,153,63.0,10.0,-4.0,70.0
881,153,63.0,8.0,-4.0,66.0
882,153,63.0,12.0,-10.0,69.0
883,153,63.0,12.0,-4.0,70.0
884,153,63.0,11.0,-2.0,68.0
885,153,63.0,9.0,-1.0,63.0
886,153,63.0,11.0,-1.0,65.0
887,153,63.0,17.0,-2.0,65.0
888,153,63.0,10.0,-5.0,64.0
889,153,63.0,9.0,-2.0,65.0
890,153,63.0,15.0,-12.0,72.0
891,153,63.0,17.0,-1.0,69.0
892,153,63.0,12.0,-6.0,63.0
893,153,63.0,8.0,-8.0,66.0
894,153,63.0,9.0,-2.0,64.0
895,153,63.0,17.0,3.0,69.0
896,153,63.0,12.0,3.0,72.0
897,153,63.0,10.0,0.0,66.0
898,153,63.0,18.0,-3.0,70.0
899,153,63.0,17.0,0.0,64.0
900,153,63.0,14.0,-1.0,67.0
901,153,63.0,11.0,-2.0,68.0
902,153,63.0,7.0,-2.0,67.0
903,153,63.0,15.0,3.0,63.0
904,153,63.0,13.0,-5.0,63.0
905,153,63.0,9.0,-4.0,70.0
906,153,63.0,11.0,-1.0,65.0
907,153,63.0,14.0,-2.0,65.0
908,153,63.0,10.0,-7.0,65.0
909,153,63.0,8.0,2.0,64.0
910,153,63.0,9.0,2.0,70.0
911,153,63.0,10.0,-3.0,72.0
912,153,63.0,10.0,-2.0,70.0
913,153,63.0,10.0,-1.0,65.0
914,153,63.0,12.0,3.0,65.0
915,153,63.0,10.0,-7.0,63.0
916,153,63.0,9.0,-8.0,63.0
917,153,63.0,9.0,-7.0,67.0
918,153,63.0,7.0,1.0,63.0
919,153,63.0,11.0,-2.0,63.0
920,153,63.0,10.0,-2.0,68.0
921,153,63.0,9.0,-3.0,64.0
922,153,63.0,9.0,3.0,63.0
923,153,63.0,9.0,-1.0,64.0
924,153,63.0,13.0,-2.0,65.0
925,153,63.0,10.0,-2.0,65.0
926,153,63.0,11.0,2.0,63.0
927,153,63.0,15.0,1.0,64.0
928,153,63.0,17.0,-18.0,63.0
929,153,63.0,13.0,-1.0,64.0
930,153,63.0,13.0,-1.0,63.0
931,153,63.0,10.0,-3.0,71.0
932,153,63.0,10.0,-8.0,64.0
933,153,63.0,9.0,-1.0,66.0
934,153,63.0,8.0,1.0,64.0
935,153,63.0,10.0,-8.0,69.0
936,153,63.0,15.0,-1.0,69.0
937,153,63.0,13.0,2.0,64.0
938,153,63.0,6.0,1.0,63.0
939,153,63.0,8.0,-1.0,63.0
940,153,63.0,11.0,-3.0,66.0
941,153,63.0,14.0,-9.0,63.0
942,153,63.0,19.0,-4.0,75.0
943,153,63.0,11.0,-3.0,74.0
944,153,63.0,8.0,-5.0,68.0
945,153,63.0,10.0,1.0,64.0
946,153,63.0,10.0,-9.0,64.0
947,153,63.0,9.0,-2.0,66.0
948,153,63.0,8.0,-2.0,65.0
949,153,63.0,11.0,-3.0,68.0
950,153,63.0,12.0,-3.0,63.0
951,153,63.0,25.0,-1.0,88.0
952,153,63.0,8.0,-4.0,66.0
953,153,63.0,8.0,3.0,67.0
954,153,63.0,11.0,-1.0,66.0
955,153,63.0,8.0,-2.0,66.0
956,153,63.0,11.0,-3.0,66.0
957,153,63.0,11.0,-2.0,64.0
958,153,63.0,9.0,-9.0,64.0
959,153,63.0,8.0,-2.0,69.0
960,153,63.0,12.0,-5.0,68.0
961,153,63.0,13.0,-1.0,66.0
962,153,63.0,8.0,-2.0,67.0
963,153,63.0,9.0,-1.0,65.0
964,153,63.0,9.0,-2.0,68.0
965,153,63.0,10.0,-3.0,67.0
966,153,63.0,10.0,1.0,67.0
967,153,63.0,11.0,-3.0,66.0
968,153,63.0,12.0,3.0,63.0
969,153,63.0,9.0,-2.0,65.0
970,153,63.0,8.0,3.0,64.0
971,153,63.0,12.0,-10.0,64.0
972,153,63.0,9.0,-7.0,63.0
973,153,63.0,9.0,-4.0,70.0
974,153,63.0,10.0,-1.0,63.0
975,153,63.0,11.0,-9.0,63.0
976,153,63.0,16.0,-8.0,63.0
977,153,63.0,20.0,3.0,63.0
978,153,63.0,9.0,3.0,63.0
979,153,63.0,9.0,-3.0,67.0
980,153,63.0,9.0,3.0,65.0
981,153,63.0,17.0,-17.0,63.0
982,153,63.0,10.0,-2.0,64.0
983,153,63.0,10.0,-1.0,64.0
984,153,63.0,15.0,-4.0,66.0
985,153,63.0,13.0,1.0,68.0
986,153,63.0,9.0,-2.0,64.0
987,153,63.0,15.0,2.0,63.0
988,153,63.0,11.0,1.0,69.0
989,153,63.0,8.0,0.0,65.0
990,153,63.0,8.0,-5.0,68.0
991,153,63.0,9.0,1.0,64.0
992,153,63.0,9.0,3.0,68.0
993,153,63.0,11.0,-6.0,63.0
994,153,63.0,8.0,-9.0,67.0
995,153,63.0,15.0,-2.0,63.0
996,153,63.0,12.0,-1.0,63.0
997,153,63.0,12.0,-1.0,70.0
998,153,63.0,10.0,-6.0,65.0
999,153,63.0,14.0,-3.0,65.0
1000,153,63.0,10.0,1.0,64.0
