rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
large_body AND bull_fvg AND overlap,162,5,138,0.030864197530864196,-0.5432098765432098,0.36231884057971014
large_body AND sweep_high AND overlap,113,3,92,0.02654867256637168,-0.5486725663716814,0.32608695652173914
large_body AND bear_fvg AND overlap,148,3,112,0.02027027027027027,-0.5540540540540541,0.26785714285714285
overlap,3306,80,2632,0.024198427102238355,-0.5541439806412584,0.303951367781155
ny AND overlap,3306,80,2632,0.024198427102238355,-0.5541439806412584,0.303951367781155
bull_fvg AND ny,442,11,357,0.024886877828054297,-0.5588235294117647,0.3081232492997199
large_body AND overlap,1472,35,1174,0.02377717391304348,-0.5597826086956522,0.2981260647359455
large_body AND ny AND overlap,1472,35,1174,0.02377717391304348,-0.5597826086956522,0.2981260647359455
ny,4132,95,3278,0.022991287512100677,-0.5634075508228461,0.28981086028065894
large_body AND bear_fvg AND ny,163,3,123,0.018404907975460124,-0.5705521472392638,0.24390243902439024
engulf_bear AND large_body AND overlap,530,10,404,0.018867924528301886,-0.5735849056603773,0.24752475247524752
large_body AND sweep_high AND ny,120,3,99,0.025,-0.575,0.30303030303030304
large_body AND ny,1703,37,1352,0.02172636523781562,-0.5766294773928362,0.27366863905325445
engulf_bear AND rejection_bear AND overlap,81,2,67,0.024691358024691357,-0.5802469135802469,0.29850746268656714
large_body AND sweep_low,293,7,241,0.023890784982935155,-0.5836177474402731,0.29045643153526973
engulf_bear AND sweep_high AND london,37,1,32,0.02702702702702703,-0.5945945945945946,0.3125
engulf_bull AND rejection_bull AND bull_fvg,70,1,52,0.014285714285714285,-0.6,0.19230769230769232
engulf_bear AND large_body AND ny,621,10,474,0.01610305958132045,-0.6022544283413849,0.2109704641350211
sweep_low AND overlap,240,4,185,0.016666666666666666,-0.6041666666666666,0.21621621621621623
sweep_low AND ny AND overlap,240,4,185,0.016666666666666666,-0.6041666666666666,0.21621621621621623
engulf_bear AND bear_fvg AND overlap,200,3,154,0.015,-0.62,0.19480519480519481
engulf_bear AND overlap,1020,17,803,0.016666666666666666,-0.6205882352941177,0.21170610211706103
engulf_bear AND ny AND overlap,1020,17,803,0.016666666666666666,-0.6205882352941177,0.21170610211706103
rejection_bear AND bear_fvg,87,2,74,0.022988505747126436,-0.6206896551724138,0.2702702702702703
bear_fvg AND overlap,334,5,259,0.014970059880239521,-0.625748502994012,0.19305019305019305
bear_fvg AND ny AND overlap,334,5,259,0.014970059880239521,-0.625748502994012,0.19305019305019305
engulf_bear AND ny,1309,21,1030,0.016042780748663103,-0.6264323911382735,0.20388349514563106
engulf_bear AND sweep_low AND overlap,100,1,73,0.01,-0.63,0.136986301369863
sweep_low AND ny,292,4,224,0.0136986301369863,-0.6301369863013698,0.17857142857142858
engulf_bear AND sweep_low AND ny,121,1,87,0.008264462809917356,-0.6363636363636364,0.11494252873563218
rejection_bull AND bull_fvg,78,1,60,0.01282051282051282,-0.6410256410256411,0.16666666666666666
engulf_bull AND sweep_low AND ny,31,0,20,0.0,-0.6451612903225806,0.0
engulf_bear AND bear_fvg AND ny,253,3,196,0.011857707509881422,-0.6561264822134387,0.15306122448979592
bear_fvg AND ny,413,5,321,0.012106537530266344,-0.6561743341404358,0.1557632398753894
sweep_low AND bear_fvg AND overlap,73,1,58,0.0136986301369863,-0.6575342465753424,0.1724137931034483
engulf_bear AND rejection_bear AND ny,114,2,95,0.017543859649122806,-0.6578947368421053,0.21052631578947367
sweep_high AND bull_fvg AND ny,85,1,67,0.011764705882352941,-0.6705882352941176,0.14925373134328357
sweep_high AND bull_fvg AND overlap,75,1,61,0.013333333333333334,-0.68,0.16393442622950818
engulf_bull AND large_body AND sweep_low,66,1,55,0.015151515151515152,-0.6818181818181818,0.18181818181818182
sweep_low AND bear_fvg AND ny,91,1,73,0.01098901098901099,-0.6923076923076923,0.136986301369863
engulf_bear AND rejection_bear AND bear_fvg,67,1,59,0.014925373134328358,-0.7313432835820896,0.1694915254237288
large_body AND sweep_low AND ny,102,0,79,0.0,-0.7745098039215687,0.0
large_body AND sweep_low AND overlap,91,0,72,0.0,-0.7912087912087912,0.0
engulf_bull AND rejection_bull AND sweep_low,33,0,27,0.0,-0.8181818181818182,0.0
