run,trades,ending_r,max_drawdown_r,min_equity_r,max_equity_r
241,67,47.0,11.0,-3.0,50.0
242,67,47.0,7.0,2.0,47.0
243,67,47.0,7.0,-8.0,52.0
244,67,47.0,12.0,-4.0,54.0
245,67,47.0,14.0,-3.0,48.0
246,67,47.0,7.0,-4.0,51.0
247,67,47.0,10.0,2.0,54.0
248,67,47.0,6.0,-7.0,49.0
249,67,47.0,13.0,-1.0,47.0
250,67,47.0,8.0,-4.0,50.0
251,67,47.0,9.0,-1.0,50.0
252,67,47.0,6.0,-1.0,50.0
253,67,47.0,7.0,-3.0,47.0
254,67,47.0,10.0,2.0,49.0
255,67,47.0,17.0,-1.0,53.0
256,67,47.0,9.0,-1.0,48.0
257,67,47.0,11.0,4.0,58.0
258,67,47.0,9.0,-6.0,47.0
259,67,47.0,11.0,-1.0,48.0
260,67,47.0,7.0,-3.0,48.0
261,67,47.0,8.0,5.0,47.0
262,67,47.0,10.0,-4.0,52.0
263,67,47.0,15.0,4.0,49.0
264,67,47.0,8.0,-2.0,55.0
265,67,47.0,11.0,4.0,47.0
266,67,47.0,8.0,2.0,50.0
267,67,47.0,8.0,-9.0,51.0
268,67,47.0,8.0,-2.0,48.0
269,67,47.0,7.0,-2.0,50.0
270,67,47.0,9.0,-1.0,56.0
271,67,47.0,8.0,4.0,48.0
272,67,47.0,9.0,4.0,53.0
273,67,47.0,11.0,-1.0,53.0
274,67,47.0,11.0,-7.0,52.0
275,67,47.0,12.0,-1.0,47.0
276,67,47.0,13.0,-2.0,47.0
277,67,47.0,14.0,-11.0,49.0
278,67,47.0,6.0,5.0,51.0
279,67,47.0,9.0,-1.0,51.0
280,67,47.0,10.0,-3.0,50.0
281,67,47.0,9.0,5.0,52.0
282,67,47.0,12.0,-9.0,48.0
283,67,47.0,10.0,4.0,57.0
284,67,47.0,12.0,-1.0,51.0
285,67,47.0,12.0,2.0,49.0
286,67,47.0,10.0,-1.0,51.0
287,67,47.0,8.0,-1.0,47.0
288,67,47.0,15.0,-5.0,50.0
289,67,47.0,10.0,-1.0,48.0
290,67,47.0,17.0,-2.0,59.0
291,67,47.0,14.0,5.0,51.0
292,67,47.0,8.0,-5.0,47.0
293,67,47.0,10.0,-1.0,47.0
294,67,47.0,10.0,-2.0,52.0
295,67,47.0,21.0,-16.0,50.0
296,67,47.0,13.0,-2.0,47.0
297,67,47.0,11.0,3.0,47.0
298,67,47.0,9.0,1.0,50.0
299,67,47.0,12.0,-1.0,47.0
300,67,47.0,7.0,-6.0,48.0
301,67,47.0,12.0,0.0,47.0
302,67,47.0,10.0,-3.0,50.0
303,67,47.0,14.0,5.0,50.0
304,67,47.0,8.0,-4.0,50.0
305,67,47.0,8.0,-9.0,50.0
306,67,47.0,7.0,-5.0,48.0
307,67,47.0,7.0,-4.0,54.0
308,67,47.0,8.0,-5.0,55.0
309,67,47.0,15.0,-1.0,49.0
310,67,47.0,8.0,-1.0,48.0
311,67,47.0,8.0,3.0,50.0
312,67,47.0,8.0,-1.0,48.0
313,67,47.0,10.0,-10.0,47.0
314,67,47.0,13.0,-4.0,47.0
315,67,47.0,11.0,-2.0,48.0
316,67,47.0,14.0,-2.0,58.0
317,67,47.0,9.0,-3.0,56.0
318,67,47.0,8.0,-3.0,49.0
319,67,47.0,8.0,-1.0,49.0
320,67,47.0,17.0,4.0,53.0
321,67,47.0,8.0,4.0,51.0
322,67,47.0,8.0,-6.0,50.0
323,67,47.0,11.0,-8.0,57.0
324,67,47.0,7.0,3.0,51.0
325,67,47.0,6.0,-1.0,47.0
326,67,47.0,14.0,0.0,49.0
327,67,47.0,13.0,5.0,57.0
328,67,47.0,25.0,-2.0,60.0
329,67,47.0,9.0,-1.0,49.0
330,67,47.0,8.0,-3.0,55.0
331,67,47.0,11.0,-6.0,49.0
332,67,47.0,6.0,-1.0,52.0
333,67,47.0,11.0,-11.0,49.0
334,67,47.0,10.0,4.0,57.0
335,67,47.0,10.0,-4.0,55.0
336,67,47.0,12.0,-1.0,48.0
337,67,47.0,11.0,-2.0,47.0
338,67,47.0,11.0,-3.0,49.0
339,67,47.0,9.0,-2.0,47.0
340,67,47.0,11.0,-3.0,47.0
341,67,47.0,11.0,-10.0,50.0
342,67,47.0,7.0,-6.0,47.0
343,67,47.0,12.0,-3.0,48.0
344,67,47.0,10.0,4.0,57.0
345,67,47.0,13.0,2.0,49.0
346,67,47.0,8.0,-5.0,50.0
347,67,47.0,9.0,4.0,47.0
348,67,47.0,7.0,-4.0,48.0
349,67,47.0,11.0,-6.0,47.0
350,67,47.0,7.0,-2.0,49.0
351,67,47.0,8.0,-2.0,47.0
352,67,47.0,12.0,-1.0,47.0
353,67,47.0,7.0,-5.0,50.0
354,67,47.0,6.0,-1.0,49.0
355,67,47.0,13.0,-5.0,50.0
356,67,47.0,16.0,-17.0,52.0
357,67,47.0,10.0,-1.0,47.0
358,67,47.0,10.0,-6.0,50.0
359,67,47.0,9.0,-5.0,47.0
360,67,47.0,13.0,-5.0,49.0
361,67,47.0,9.0,-10.0,52.0
362,67,47.0,6.0,-5.0,51.0
363,67,47.0,9.0,2.0,49.0
364,67,47.0,10.0,-2.0,48.0
365,67,47.0,10.0,-1.0,48.0
366,67,47.0,7.0,-1.0,49.0
367,67,47.0,9.0,-5.0,47.0
368,67,47.0,8.0,-3.0,48.0
369,67,47.0,7.0,5.0,53.0
370,67,47.0,11.0,-1.0,49.0
371,67,47.0,12.0,-7.0,53.0
372,67,47.0,15.0,-11.0,48.0
373,67,47.0,12.0,-3.0,50.0
374,67,47.0,7.0,1.0,48.0
375,67,47.0,9.0,-6.0,51.0
376,67,47.0,12.0,4.0,49.0
377,67,47.0,7.0,-1.0,47.0
378,67,47.0,8.0,-3.0,47.0
379,67,47.0,12.0,-6.0,47.0
380,67,47.0,8.0,4.0,51.0
381,67,47.0,7.0,-1.0,47.0
382,67,47.0,17.0,1.0,49.0
383,67,47.0,9.0,-2.0,48.0
384,67,47.0,10.0,-2.0,47.0
385,67,47.0,11.0,4.0,52.0
386,67,47.0,9.0,-4.0,51.0
387,67,47.0,8.0,-3.0,48.0
388,67,47.0,15.0,-4.0,47.0
389,67,47.0,8.0,4.0,50.0
390,67,47.0,8.0,-9.0,47.0
391,67,47.0,9.0,-5.0,47.0
392,67,47.0,9.0,-3.0,49.0
393,67,47.0,10.0,-4.0,57.0
394,67,47.0,9.0,-1.0,56.0
395,67,47.0,8.0,3.0,49.0
396,67,47.0,8.0,5.0,52.0
397,67,47.0,9.0,1.0,54.0
398,67,47.0,11.0,-2.0,50.0
399,67,47.0,8.0,-7.0,55.0
400,67,47.0,8.0,-6.0,50.0
401,67,47.0,9.0,1.0,47.0
402,67,47.0,8.0,5.0,49.0
403,67,47.0,11.0,-6.0,51.0
404,67,47.0,7.0,-8.0,48.0
405,67,47.0,9.0,3.0,51.0
406,67,47.0,11.0,-12.0,54.0
407,67,47.0,9.0,-3.0,47.0
408,67,47.0,7.0,-4.0,48.0
409,67,47.0,7.0,2.0,53.0
410,67,47.0,6.0,-6.0,50.0
411,67,47.0,9.0,-3.0,51.0
412,67,47.0,13.0,-1.0,49.0
413,67,47.0,11.0,-6.0,47.0
414,67,47.0,10.0,-11.0,47.0
415,67,47.0,11.0,4.0,47.0
416,67,47.0,7.0,1.0,47.0
417,67,47.0,6.0,-5.0,47.0
418,67,47.0,7.0,0.0,49.0
419,67,47.0,9.0,2.0,52.0
420,67,47.0,14.0,-3.0,57.0
421,67,47.0,7.0,3.0,52.0
422,67,47.0,11.0,-2.0,51.0
423,67,47.0,9.0,4.0,48.0
424,67,47.0,10.0,-1.0,52.0
425,67,47.0,10.0,5.0,53.0
426,67,47.0,13.0,-2.0,50.0
427,67,47.0,10.0,-5.0,48.0
428,67,47.0,9.0,-1.0,49.0
429,67,47.0,10.0,-1.0,49.0
430,67,47.0,17.0,4.0,58.0
431,67,47.0,12.0,-3.0,48.0
432,67,47.0,9.0,4.0,51.0
433,67,47.0,8.0,-4.0,50.0
434,67,47.0,13.0,-1.0,60.0
435,67,47.0,9.0,1.0,50.0
436,67,47.0,9.0,-5.0,47.0
437,67,47.0,9.0,-10.0,51.0
438,67,47.0,9.0,3.0,47.0
439,67,47.0,9.0,-4.0,49.0
440,67,47.0,14.0,-5.0,47.0
441,67,47.0,10.0,-10.0,49.0
442,67,47.0,10.0,-2.0,50.0
443,67,47.0,7.0,-8.0,48.0
444,67,47.0,14.0,3.0,51.0
445,67,47.0,9.0,5.0,49.0
446,67,47.0,12.0,-3.0,49.0
447,67,47.0,8.0,3.0,52.0
448,67,47.0,11.0,-1.0,58.0
449,67,47.0,15.0,-4.0,47.0
450,67,47.0,11.0,-4.0,47.0
451,67,47.0,9.0,-1.0,50.0
452,67,47.0,7.0,5.0,48.0
453,67,47.0,8.0,-3.0,53.0
454,67,47.0,9.0,-5.0,47.0
455,67,47.0,7.0,-1.0,49.0
456,67,47.0,8.0,2.0,52.0
457,67,47.0,9.0,-3.0,49.0
458,67,47.0,15.0,-2.0,49.0
459,67,47.0,17.0,-1.0,48.0
460,67,47.0,10.0,-10.0,47.0
461,67,47.0,11.0,4.0,49.0
462,67,47.0,9.0,-3.0,47.0
463,67,47.0,11.0,3.0,47.0
464,67,47.0,13.0,4.0,49.0
465,67,47.0,11.0,-7.0,47.0
466,67,47.0,11.0,-6.0,55.0
467,67,47.0,9.0,5.0,53.0
468,67,47.0,7.0,-2.0,47.0
469,67,47.0,16.0,-8.0,47.0
470,67,47.0,5.0,-4.0,49.0
471,67,47.0,11.0,-4.0,47.0
472,67,47.0,6.0,-1.0,48.0
473,67,47.0,9.0,-4.0,48.0
474,67,47.0,10.0,4.0,49.0
475,67,47.0,13.0,-3.0,50.0
476,67,47.0,5.0,-2.0,49.0
477,67,47.0,9.0,5.0,47.0
478,67,47.0,10.0,-4.0,47.0
479,67,47.0,12.0,5.0,57.0
480,67,47.0,10.0,-3.0,50.0
481,67,47.0,14.0,5.0,47.0
482,67,47.0,9.0,-10.0,48.0
483,67,47.0,13.0,4.0,50.0
484,67,47.0,9.0,-7.0,48.0
485,67,47.0,13.0,5.0,52.0
486,67,47.0,8.0,-2.0,50.0
487,67,47.0,9.0,-2.0,48.0
488,67,47.0,12.0,-7.0,50.0
489,67,47.0,12.0,4.0,48.0
490,67,47.0,10.0,-1.0,50.0
491,67,47.0,9.0,-4.0,48.0
492,67,47.0,11.0,-9.0,47.0
493,67,47.0,19.0,-3.0,48.0
494,67,47.0,10.0,-10.0,47.0
495,67,47.0,12.0,-5.0,47.0
496,67,47.0,9.0,-8.0,47.0
497,67,47.0,14.0,-7.0,47.0
498,67,47.0,10.0,-1.0,52.0
499,67,47.0,12.0,1.0,50.0
500,67,47.0,14.0,3.0,47.0
501,67,47.0,10.0,-5.0,47.0
502,67,47.0,7.0,4.0,48.0
503,67,47.0,7.0,-5.0,49.0
504,67,47.0,9.0,-6.0,54.0
505,67,47.0,14.0,-1.0,47.0
506,67,47.0,13.0,-4.0,52.0
507,67,47.0,13.0,-5.0,60.0
508,67,47.0,6.0,-1.0,47.0
509,67,47.0,10.0,-2.0,51.0
510,67,47.0,9.0,1.0,49.0
511,67,47.0,15.0,-8.0,52.0
512,67,47.0,15.0,-1.0,59.0
513,67,47.0,9.0,-1.0,47.0
514,67,47.0,13.0,4.0,48.0
515,67,47.0,8.0,-1.0,49.0
516,67,47.0,11.0,-1.0,48.0
517,67,47.0,9.0,-4.0,47.0
518,67,47.0,9.0,-8.0,53.0
519,67,47.0,8.0,-5.0,47.0
520,67,47.0,13.0,-6.0,52.0
521,67,47.0,11.0,-4.0,50.0
522,67,47.0,11.0,-3.0,51.0
523,67,47.0,8.0,4.0,47.0
524,67,47.0,9.0,-3.0,47.0
525,67,47.0,6.0,-1.0,51.0
526,67,47.0,8.0,-3.0,48.0
527,67,47.0,16.0,-5.0,47.0
528,67,47.0,6.0,-1.0,47.0
529,67,47.0,7.0,4.0,52.0
530,67,47.0,11.0,-12.0,49.0
531,67,47.0,16.0,-1.0,58.0
532,67,47.0,9.0,-5.0,47.0
533,67,47.0,15.0,3.0,58.0
534,67,47.0,8.0,-3.0,55.0
535,67,47.0,12.0,-1.0,59.0
536,67,47.0,12.0,-5.0,48.0
537,67,47.0,20.0,-1.0,48.0
538,67,47.0,11.0,-1.0,53.0
539,67,47.0,5.0,-2.0,48.0
540,67,47.0,7.0,-2.0,48.0
541,67,47.0,8.0,-2.0,51.0
542,67,47.0,8.0,-6.0,50.0
543,67,47.0,10.0,-2.0,47.0
544,67,47.0,12.0,5.0,54.0
545,67,47.0,10.0,-2.0,47.0
546,67,47.0,16.0,-5.0,50.0
547,67,47.0,8.0,-3.0,52.0
548,67,47.0,12.0,-7.0,49.0
549,67,47.0,9.0,3.0,51.0
550,67,47.0,9.0,3.0,51.0
551,67,47.0,7.0,-3.0,52.0
552,67,47.0,9.0,-5.0,49.0
553,67,47.0,7.0,5.0,51.0
554,67,47.0,17.0,-6.0,50.0
555,67,47.0,8.0,-1.0,48.0
556,67,47.0,10.0,4.0,56.0
557,67,47.0,12.0,-13.0,51.0
558,67,47.0,11.0,-8.0,52.0
559,67,47.0,13.0,-1.0,47.0
560,67,47.0,18.0,2.0,52.0
561,67,47.0,9.0,2.0,51.0
562,67,47.0,6.0,-7.0,49.0
563,67,47.0,13.0,-1.0,50.0
564,67,47.0,15.0,3.0,48.0
565,67,47.0,9.0,-6.0,47.0
566,67,47.0,10.0,-1.0,52.0
567,67,47.0,9.0,-2.0,56.0
568,67,47.0,8.0,-7.0,50.0
569,67,47.0,13.0,-5.0,54.0
570,67,47.0,17.0,2.0,48.0
571,67,47.0,12.0,-7.0,49.0
572,67,47.0,9.0,-1.0,49.0
573,67,47.0,7.0,-1.0,52.0
574,67,47.0,5.0,1.0,50.0
575,67,47.0,10.0,-6.0,48.0
576,67,47.0,13.0,-3.0,48.0
577,67,47.0,16.0,-1.0,48.0
578,67,47.0,15.0,-1.0,47.0
579,67,47.0,8.0,-2.0,52.0
580,67,47.0,7.0,0.0,48.0
581,67,47.0,20.0,-4.0,62.0
582,67,47.0,7.0,-4.0,47.0
583,67,47.0,13.0,-1.0,50.0
584,67,47.0,8.0,-1.0,47.0
585,67,47.0,7.0,4.0,52.0
586,67,47.0,12.0,-10.0,53.0
587,67,47.0,7.0,-7.0,47.0
588,67,47.0,10.0,-1.0,47.0
589,67,47.0,6.0,-1.0,47.0
590,67,47.0,10.0,-4.0,47.0
591,67,47.0,9.0,-3.0,47.0
592,67,47.0,6.0,-4.0,48.0
593,67,47.0,11.0,-4.0,49.0
594,67,47.0,12.0,-1.0,51.0
595,67,47.0,8.0,1.0,48.0
596,67,47.0,7.0,-7.0,48.0
597,67,47.0,7.0,3.0,54.0
598,67,47.0,9.0,5.0,47.0
599,67,47.0,11.0,-9.0,58.0
600,67,47.0,9.0,-2.0,48.0
601,67,47.0,12.0,4.0,58.0
602,67,47.0,11.0,-3.0,55.0
603,67,47.0,11.0,-1.0,52.0
604,67,47.0,8.0,-4.0,47.0
605,67,47.0,8.0,3.0,49.0
606,67,47.0,7.0,4.0,51.0
607,67,47.0,14.0,-1.0,49.0
608,67,47.0,9.0,-6.0,47.0
609,67,47.0,11.0,-2.0,47.0
610,67,47.0,9.0,5.0,47.0
611,67,47.0,10.0,0.0,48.0
612,67,47.0,7.0,-8.0,47.0
613,67,47.0,7.0,-3.0,48.0
614,67,47.0,13.0,-4.0,48.0
615,67,47.0,9.0,-4.0,47.0
616,67,47.0,9.0,-1.0,48.0
617,67,47.0,8.0,-2.0,50.0
618,67,47.0,9.0,5.0,47.0
619,67,47.0,11.0,-7.0,47.0
620,67,47.0,15.0,-9.0,47.0
621,67,47.0,7.0,-1.0,51.0
622,67,47.0,9.0,-6.0,50.0
623,67,47.0,9.0,5.0,47.0
624,67,47.0,7.0,-7.0,48.0
625,67,47.0,11.0,-5.0,53.0
626,67,47.0,8.0,-5.0,48.0
627,67,47.0,8.0,-2.0,55.0
628,67,47.0,11.0,-3.0,53.0
629,67,47.0,10.0,-6.0,57.0
630,67,47.0,12.0,2.0,47.0
631,67,47.0,9.0,5.0,55.0
632,67,47.0,10.0,-2.0,50.0
633,67,47.0,11.0,-4.0,53.0
634,67,47.0,15.0,5.0,48.0
635,67,47.0,11.0,-1.0,47.0
636,67,47.0,7.0,-4.0,48.0
637,67,47.0,9.0,-3.0,48.0
638,67,47.0,7.0,-8.0,50.0
639,67,47.0,15.0,3.0,48.0
640,67,47.0,13.0,-2.0,47.0
641,67,47.0,9.0,-4.0,50.0
642,67,47.0,6.0,-3.0,48.0
643,67,47.0,9.0,-3.0,49.0
644,67,47.0,9.0,-3.0,48.0
645,67,47.0,17.0,3.0,56.0
646,67,47.0,9.0,3.0,51.0
647,67,47.0,16.0,5.0,50.0
648,67,47.0,9.0,-3.0,47.0
649,67,47.0,11.0,-2.0,52.0
650,67,47.0,7.0,-2.0,49.0
651,67,47.0,10.0,-2.0,47.0
652,67,47.0,12.0,4.0,51.0
653,67,47.0,8.0,-9.0,53.0
654,67,47.0,11.0,-4.0,50.0
655,67,47.0,6.0,-3.0,48.0
656,67,47.0,14.0,-4.0,48.0
657,67,47.0,14.0,4.0,61.0
658,67,47.0,10.0,2.0,57.0
659,67,47.0,13.0,-2.0,49.0
660,67,47.0,9.0,5.0,49.0
661,67,47.0,7.0,-3.0,49.0
662,67,47.0,9.0,-4.0,49.0
663,67,47.0,9.0,4.0,49.0
664,67,47.0,10.0,-4.0,49.0
665,67,47.0,8.0,-8.0,47.0
666,67,47.0,7.0,3.0,50.0
667,67,47.0,15.0,4.0,50.0
668,67,47.0,9.0,-1.0,48.0
669,67,47.0,13.0,-9.0,57.0
670,67,47.0,13.0,-1.0,49.0
671,67,47.0,8.0,-3.0,51.0
