rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
rejection_bull AND london,226,39,179,0.17256637168141592,0.07079646017699115,1.089385474860335
engulf_bull AND sweep_low AND london,45,8,37,0.17777777777777778,0.06666666666666667,1.0810810810810811
engulf_bear AND large_body AND london,573,99,459,0.17277486910994763,0.06282722513089005,1.0784313725490196
engulf_bull AND rejection_bull AND london,128,22,102,0.171875,0.0625,1.0784313725490196
rejection_bear AND sweep_high,170,29,135,0.17058823529411765,0.058823529411764705,1.0740740740740742
sweep_high AND bull_fvg,343,58,271,0.16909620991253643,0.05539358600583091,1.070110701107011
sweep_high AND overlap,254,41,191,0.16141732283464566,0.05511811023622047,1.0732984293193717
sweep_high AND ny AND overlap,254,41,191,0.16141732283464566,0.05511811023622047,1.0732984293193717
engulf_bull AND sweep_high,465,78,366,0.16774193548387098,0.05161290322580645,1.0655737704918034
engulf_bear AND london,1426,240,1148,0.16830294530154277,0.0364656381486676,1.0452961672473868
rejection_bull,1097,180,864,0.1640838650865998,0.032816773017319965,1.0416666666666667
engulf_bear AND large_body AND sweep_high,65,10,48,0.15384615384615385,0.03076923076923077,1.0416666666666667
rejection_bear AND bull_fvg AND london,36,6,29,0.16666666666666666,0.027777777777777776,1.0344827586206897
sweep_high,1148,186,910,0.16202090592334495,0.017421602787456445,1.021978021978022
london,4135,684,3366,0.16541717049576785,0.013059250302297461,1.0160427807486632
rejection_bear,1182,190,936,0.16074450084602368,0.011844331641285956,1.014957264957265
engulf_bull AND sweep_high AND ny,106,16,79,0.1509433962264151,0.009433962264150943,1.0126582278481013
rejection_bull AND ny,227,35,174,0.15418502202643172,0.004405286343612335,1.0057471264367817
rejection_bull AND bear_fvg AND london,39,6,30,0.15384615384615385,0.0,1.0
engulf_bull AND rejection_bull,618,98,495,0.15857605177993528,-0.008090614886731391,0.98989898989899
engulf_bull AND rejection_bull AND ny,119,18,92,0.15126050420168066,-0.01680672268907563,0.9782608695652174
engulf_bull AND bull_fvg AND london,275,45,230,0.16363636363636364,-0.01818181818181818,0.9782608695652174
large_body AND london,1394,223,1142,0.1599713055954089,-0.019368723098995694,0.9763572679509632
engulf_bull AND london,1344,215,1110,0.15997023809523808,-0.026041666666666668,0.9684684684684685
sweep_high AND ny,292,43,223,0.14726027397260275,-0.0273972602739726,0.9641255605381166
rejection_bear AND ny,235,34,177,0.14468085106382977,-0.029787234042553193,0.96045197740113
engulf_bull AND rejection_bull AND sweep_low,33,5,26,0.15151515151515152,-0.030303030303030304,0.9615384615384616
rejection_bear AND sweep_high AND london,56,9,47,0.16071428571428573,-0.03571428571428571,0.9574468085106383
engulf_bear,6510,976,5199,0.1499231950844854,-0.04900153609831029,0.938642046547413
engulf_bear AND sweep_low AND bear_fvg,139,20,107,0.14388489208633093,-0.050359712230215826,0.9345794392523364
engulf_bull,6712,1009,5406,0.15032777115613827,-0.05378426698450536,0.9332223455419904
engulf_bull AND large_body AND bull_fvg,404,61,328,0.15099009900990099,-0.05693069306930693,0.9298780487804879
large_body AND bull_fvg,544,81,441,0.1488970588235294,-0.0661764705882353,0.9183673469387755
engulf_bull AND bull_fvg,1323,197,1073,0.14890400604686319,-0.06651549508692366,0.9179869524697111
sweep_high AND bull_fvg AND overlap,75,11,60,0.14666666666666667,-0.06666666666666667,0.9166666666666666
engulf_bull AND large_body,2091,308,1681,0.14729794356767098,-0.06743185078909612,0.9161213563355146
bull_fvg AND london,436,67,365,0.1536697247706422,-0.06880733944954129,0.9178082191780822
engulf_bear AND large_body,2034,292,1600,0.14355948869223206,-0.0688298918387414,0.9125
sweep_high AND bull_fvg AND ny,85,12,66,0.1411764705882353,-0.07058823529411765,0.9090909090909091
engulf_bear AND large_body AND sweep_low,138,19,105,0.13768115942028986,-0.07246376811594203,0.9047619047619048
large_body AND sweep_high AND london,67,10,55,0.14925373134328357,-0.07462686567164178,0.9090909090909091
engulf_bear AND rejection_bear,610,90,496,0.14754098360655737,-0.07540983606557378,0.907258064516129
large_body,5170,743,4116,0.1437137330754352,-0.07756286266924564,0.902575315840622
large_body AND bear_fvg AND ny,163,22,123,0.13496932515337423,-0.07975460122699386,0.8943089430894309
large_body AND bear_fvg,498,69,385,0.13855421686746988,-0.08032128514056225,0.8961038961038961
large_body AND bear_fvg AND overlap,148,20,112,0.13513513513513514,-0.08108108108108109,0.8928571428571429
engulf_bear AND sweep_high AND overlap,37,5,28,0.13513513513513514,-0.08108108108108109,0.8928571428571429
bull_fvg,2107,308,1715,0.1461794019933555,-0.08305647840531562,0.8979591836734694
engulf_bear AND large_body AND bear_fvg,363,50,281,0.13774104683195593,-0.08539944903581267,0.8896797153024911
sweep_low AND bear_fvg AND london,80,12,67,0.15,-0.0875,0.8955223880597015
sweep_low,1125,157,894,0.13955555555555554,-0.09688888888888889,0.8780760626398211
engulf_bull AND overlap,1049,143,821,0.1363203050524309,-0.10104861773117255,0.8708891595615104
engulf_bull AND ny AND overlap,1049,143,821,0.1363203050524309,-0.10104861773117255,0.8708891595615104
engulf_bull AND bull_fvg AND overlap,215,29,168,0.13488372093023257,-0.10697674418604651,0.8630952380952381
engulf_bull AND large_body AND london,562,82,472,0.14590747330960854,-0.1103202846975089,0.8686440677966102
large_body AND sweep_high,284,39,227,0.13732394366197184,-0.11267605633802817,0.8590308370044053
large_body AND sweep_low AND london,76,11,64,0.14473684210526316,-0.11842105263157894,0.859375
engulf_bear AND bear_fvg AND london,264,37,218,0.14015151515151514,-0.125,0.8486238532110092
bear_fvg AND london,415,58,343,0.13975903614457832,-0.12771084337349398,0.8454810495626822
bear_fvg,2037,272,1639,0.13352970054000982,-0.13696612665684832,0.8297742525930445
bull_fvg AND overlap,367,48,291,0.1307901907356948,-0.13896457765667575,0.8247422680412371
bull_fvg AND ny AND overlap,367,48,291,0.1307901907356948,-0.13896457765667575,0.8247422680412371
engulf_bear AND large_body AND overlap,530,65,401,0.12264150943396226,-0.14339622641509434,0.8104738154613467
large_body AND bear_fvg AND london,132,18,109,0.13636363636363635,-0.14393939393939395,0.8256880733944955
engulf_bull AND ny,1312,168,1029,0.12804878048780488,-0.14405487804878048,0.8163265306122449
engulf_bear AND sweep_low,486,63,386,0.12962962962962962,-0.14609053497942387,0.8160621761658031
engulf_bear AND bear_fvg,1253,165,1014,0.13168395849960096,-0.15083798882681565,0.8136094674556213
large_body AND sweep_high AND bull_fvg,53,7,43,0.1320754716981132,-0.1509433962264151,0.813953488372093
engulf_bull AND large_body AND overlap,546,71,440,0.13003663003663005,-0.15567765567765568,0.8068181818181818
engulf_bull AND large_body AND ny,650,83,520,0.1276923076923077,-0.16153846153846155,0.7980769230769231
large_body AND sweep_low,293,37,233,0.12627986348122866,-0.16382252559726962,0.7939914163090128
large_body AND sweep_low AND ny,102,12,77,0.11764705882352941,-0.16666666666666666,0.7792207792207793
engulf_bear AND sweep_high AND ny,41,5,32,0.12195121951219512,-0.17073170731707318,0.78125
rejection_bull AND bear_fvg,156,19,122,0.12179487179487179,-0.17307692307692307,0.7786885245901639
sweep_low AND bear_fvg,334,42,268,0.12574850299401197,-0.17365269461077845,0.7835820895522388
engulf_bear AND large_body AND ny,621,72,470,0.11594202898550725,-0.17713365539452497,0.7659574468085106
engulf_bull AND large_body AND sweep_high,110,14,90,0.12727272727272726,-0.18181818181818182,0.7777777777777778
large_body AND overlap,1472,179,1163,0.12160326086956522,-0.18206521739130435,0.7695614789337919
large_body AND ny AND overlap,1472,179,1163,0.12160326086956522,-0.18206521739130435,0.7695614789337919
engulf_bear AND sweep_high,158,20,129,0.12658227848101267,-0.18354430379746836,0.7751937984496124
engulf_bull AND bull_fvg AND ny,264,32,210,0.12121212121212122,-0.1893939393939394,0.7619047619047619
overlap,3306,395,2602,0.11947973381730187,-0.1896551724137931,0.759031514219831
ny AND overlap,3306,395,2602,0.11947973381730187,-0.1896551724137931,0.759031514219831
bull_fvg AND ny,442,54,354,0.12217194570135746,-0.19004524886877827,0.7627118644067796
large_body AND ny,1703,201,1340,0.11802701115678214,-0.1967116852613036,0.75
ny,4132,483,3243,0.11689254598257502,-0.20038722168441434,0.7446808510638298
rejection_bull AND sweep_low AND london,38,5,33,0.13157894736842105,-0.21052631578947367,0.7575757575757576
large_body AND sweep_low AND overlap,91,10,70,0.10989010989010989,-0.21978021978021978,0.7142857142857143
engulf_bear AND ny,1309,144,1021,0.11000763941940413,-0.22994652406417113,0.7051909892262488
engulf_bear AND sweep_low AND overlap,100,10,73,0.1,-0.23,0.684931506849315
engulf_bear AND bear_fvg AND ny,253,27,195,0.1067193675889328,-0.23715415019762845,0.6923076923076923
rejection_bull AND sweep_low AND bear_fvg,71,8,57,0.11267605633802817,-0.23943661971830985,0.7017543859649122
engulf_bear AND overlap,1020,109,797,0.10686274509803921,-0.24705882352941178,0.6838143036386449
engulf_bear AND ny AND overlap,1020,109,797,0.10686274509803921,-0.24705882352941178,0.6838143036386449
rejection_bear AND bear_fvg,87,10,72,0.11494252873563218,-0.25287356321839083,0.6944444444444444
bear_fvg AND ny,413,43,320,0.10411622276029056,-0.2542372881355932,0.671875
sweep_low AND overlap,240,24,183,0.1,-0.2625,0.6557377049180327
sweep_low AND ny AND overlap,240,24,183,0.1,-0.2625,0.6557377049180327
engulf_bear AND sweep_low AND ny,121,11,87,0.09090909090909091,-0.2644628099173554,0.632183908045977
large_body AND sweep_high AND overlap,113,12,90,0.10619469026548672,-0.26548672566371684,0.6666666666666666
bear_fvg AND overlap,334,34,259,0.10179640718562874,-0.26646706586826346,0.6563706563706564
bear_fvg AND ny AND overlap,334,34,259,0.10179640718562874,-0.26646706586826346,0.6563706563706564
engulf_bear AND bear_fvg AND overlap,200,20,154,0.1,-0.27,0.6493506493506493
large_body AND sweep_low AND bear_fvg,48,5,38,0.10416666666666667,-0.2708333333333333,0.6578947368421053
sweep_low AND ny,292,27,222,0.09246575342465753,-0.2979452054794521,0.6081081081081081
large_body AND sweep_high AND ny,120,12,97,0.1,-0.30833333333333335,0.6185567010309279
engulf_bear AND sweep_high AND london,37,4,32,0.10810810810810811,-0.32432432432432434,0.625
engulf_bear AND rejection_bear AND overlap,81,8,67,0.09876543209876543,-0.3333333333333333,0.5970149253731343
rejection_bull AND bear_fvg AND overlap,21,2,17,0.09523809523809523,-0.3333333333333333,0.5882352941176471
engulf_bear AND rejection_bear AND ny,114,10,95,0.08771929824561403,-0.39473684210526316,0.5263157894736842
engulf_bear AND rejection_bear AND bear_fvg,67,6,57,0.08955223880597014,-0.40298507462686567,0.5263157894736842
large_body AND bull_fvg AND ny,184,15,156,0.08152173913043478,-0.44021739130434784,0.4807692307692308
rejection_bull AND bear_fvg AND ny,28,2,23,0.07142857142857142,-0.4642857142857143,0.43478260869565216
large_body AND bull_fvg AND overlap,162,12,138,0.07407407407407407,-0.48148148148148145,0.43478260869565216
engulf_bear AND rejection_bear AND sweep_high,35,3,32,0.08571428571428572,-0.4857142857142857,0.46875
sweep_low AND bear_fvg AND overlap,73,4,58,0.0547945205479452,-0.5205479452054794,0.3448275862068966
sweep_low AND bear_fvg AND ny,91,5,73,0.054945054945054944,-0.5274725274725275,0.3424657534246575
