rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
engulf_bear AND sweep_high,158,41,105,0.25949367088607594,0.37341772151898733,1.561904761904762
large_body AND bull_fvg AND london,146,32,107,0.2191780821917808,0.14383561643835616,1.1962616822429906
engulf_bull AND bull_fvg AND london,276,60,207,0.21739130434782608,0.11956521739130435,1.1594202898550725
bull_fvg AND london,437,91,324,0.20823798627002288,0.09153318077803203,1.123456790123457
engulf_bull AND sweep_high AND bull_fvg,140,29,104,0.20714285714285716,0.08571428571428572,1.1153846153846154
engulf_bull AND sweep_high,467,92,337,0.19700214132762311,0.06638115631691649,1.0919881305637982
engulf_bear AND rejection_bear AND london,139,28,103,0.2014388489208633,0.06474820143884892,1.087378640776699
sweep_high,1150,225,827,0.1956521739130435,0.06347826086956522,1.0882708585247884
engulf_bull AND large_body AND london,565,111,427,0.19646017699115045,0.03008849557522124,1.0398126463700235
sweep_high AND bull_fvg,344,65,251,0.18895348837209303,0.02616279069767442,1.0358565737051793
engulf_bull AND large_body AND sweep_high,112,19,78,0.16964285714285715,-0.017857142857142856,0.9743589743589743
rejection_bear AND bear_fvg,87,15,62,0.1724137931034483,-0.022988505747126436,0.967741935483871
engulf_bull AND london,1348,249,1031,0.1847181008902077,-0.02596439169139466,0.9660523763336566
sweep_high AND ny,293,45,190,0.15358361774744028,-0.034129692832764506,0.9473684210526315
engulf_bear AND bear_fvg AND london,264,48,204,0.18181818181818182,-0.045454545454545456,0.9411764705882353
engulf_bear AND london,1428,256,1098,0.1792717086834734,-0.05182072829131653,0.9326047358834244
large_body AND sweep_high,286,46,199,0.16083916083916083,-0.05244755244755245,0.9246231155778895
bull_fvg,2111,361,1565,0.17100900047370915,-0.05731880625296068,0.9226837060702875
london,4145,731,3189,0.17635705669481302,-0.06393244873341375,0.9169018501097522
engulf_bull,6725,1130,5004,0.16802973977695168,-0.07197026022304832,0.903277378097522
large_body AND london,1399,245,1085,0.17512508934953538,-0.07505360972122944,0.9032258064516129
engulf_bull AND sweep_high AND london,132,23,102,0.17424242424242425,-0.07575757575757576,0.9019607843137255
rejection_bear AND sweep_high,170,28,125,0.16470588235294117,-0.07647058823529412,0.896
engulf_bull AND large_body AND bull_fvg,406,67,300,0.16502463054187191,-0.07881773399014778,0.8933333333333333
engulf_bull AND bull_fvg,1326,221,1001,0.16666666666666666,-0.08823529411764706,0.8831168831168831
sweep_high AND london,302,52,235,0.17218543046357615,-0.08940397350993377,0.8851063829787233
large_body AND sweep_high AND ny,121,16,75,0.1322314049586777,-0.09090909090909091,0.8533333333333334
rejection_bear AND london,251,42,193,0.16733067729083664,-0.099601593625498,0.8704663212435233
engulf_bull AND large_body,2097,333,1548,0.15879828326180256,-0.10300429184549356,0.8604651162790697
sweep_high AND bull_fvg AND london,96,16,75,0.16666666666666666,-0.11458333333333333,0.8533333333333334
sweep_high AND bull_fvg AND ny,86,12,58,0.13953488372093023,-0.11627906976744186,0.8275862068965517
sweep_high AND overlap,255,35,170,0.13725490196078433,-0.11764705882352941,0.8235294117647058
sweep_high AND ny AND overlap,255,35,170,0.13725490196078433,-0.11764705882352941,0.8235294117647058
engulf_bull AND sweep_low,143,24,113,0.16783216783216784,-0.11888111888111888,0.8495575221238938
engulf_bull AND sweep_high AND ny,107,14,69,0.1308411214953271,-0.12149532710280374,0.8115942028985508
engulf_bear AND large_body,2037,317,1521,0.1556210112911144,-0.12420225822287678,0.8336620644312952
engulf_bear AND bear_fvg,1257,196,949,0.15592680986475735,-0.13126491646778043,0.8261327713382508
engulf_bear AND rejection_bear,610,95,462,0.1557377049180328,-0.13442622950819672,0.8225108225108225
large_body AND bull_fvg,546,81,398,0.14835164835164835,-0.13553113553113552,0.8140703517587939
large_body AND sweep_high AND overlap,114,14,72,0.12280701754385964,-0.14035087719298245,0.7777777777777778
large_body,5185,776,3845,0.14966248794599807,-0.1429122468659595,0.8072821846553966
bear_fvg AND london,416,66,325,0.15865384615384615,-0.1466346153846154,0.8123076923076923
engulf_bear,6522,1000,4960,0.1533272002453235,-0.14719411223551057,0.8064516129032258
engulf_bear AND large_body AND london,573,92,453,0.16055846422338568,-0.14834205933682373,0.8123620309050773
engulf_bear AND large_body AND bear_fvg,364,54,270,0.14835164835164835,-0.14835164835164835,0.8
engulf_bull AND rejection_bull AND london,128,20,99,0.15625,-0.1484375,0.8080808080808081
engulf_bull AND overlap,1051,140,721,0.13320647002854424,-0.15318744053282587,0.7766990291262136
engulf_bull AND ny AND overlap,1051,140,721,0.13320647002854424,-0.15318744053282587,0.7766990291262136
engulf_bull AND ny,1314,173,905,0.13165905631659056,-0.16210045662100456,0.7646408839779005
bear_fvg,2042,299,1561,0.14642507345739472,-0.17874632713026445,0.766175528507367
overlap,3314,422,2299,0.12733856366928184,-0.1843693421846711,0.7342322749021314
ny AND overlap,3314,422,2299,0.12733856366928184,-0.1843693421846711,0.7342322749021314
sweep_low AND overlap,241,32,174,0.13278008298755187,-0.1908713692946058,0.735632183908046
sweep_low AND ny AND overlap,241,32,174,0.13278008298755187,-0.1908713692946058,0.735632183908046
ny,4142,519,2874,0.12530178657653307,-0.1926605504587156,0.7223382045929019
engulf_bull AND large_body AND overlap,548,69,384,0.1259124087591241,-0.19708029197080293,0.71875
engulf_bear AND rejection_bear AND overlap,81,10,56,0.12345679012345678,-0.19753086419753085,0.7142857142857143
rejection_bull AND bear_fvg,156,22,119,0.14102564102564102,-0.1987179487179487,0.7394957983193278
rejection_bear AND bull_fvg,171,24,130,0.14035087719298245,-0.19883040935672514,0.7384615384615385
engulf_bear AND rejection_bear AND ny,114,14,80,0.12280701754385964,-0.21052631578947367,0.7
rejection_bear,1182,167,917,0.1412859560067682,-0.21065989847715735,0.7284623773173392
sweep_low,1127,159,876,0.14108251996450755,-0.2129547471162378,0.726027397260274
engulf_bull AND large_body AND ny,652,80,461,0.12269938650306748,-0.21625766871165644,0.6941431670281996
engulf_bear AND bear_fvg AND overlap,201,24,140,0.11940298507462686,-0.21890547263681592,0.6857142857142857
