rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
rejection_bull AND london,227,32,178,0.14096916299559473,-0.22026431718061673,0.7191011235955056
engulf_bear AND bear_fvg AND ny,254,30,176,0.11811023622047244,-0.2204724409448819,0.6818181818181818
engulf_bear AND ny,1311,156,922,0.11899313501144165,-0.22730739893211288,0.6767895878524945
engulf_bull AND rejection_bull,618,84,478,0.13592233009708737,-0.2297734627831715,0.702928870292887
engulf_bear AND overlap,1021,121,720,0.11851126346718903,-0.23114593535749264,0.6722222222222223
engulf_bear AND ny AND overlap,1021,121,720,0.11851126346718903,-0.23114593535749264,0.6722222222222223
rejection_bull,1098,149,850,0.13570127504553733,-0.23132969034608378,0.7011764705882353
engulf_bull AND sweep_high AND overlap,88,10,61,0.11363636363636363,-0.23863636363636365,0.6557377049180327
large_body AND ny,1710,196,1201,0.11461988304093568,-0.24385964912280703,0.652789342214821
large_body AND overlap,1478,169,1038,0.11434370771312584,-0.2449255751014885,0.651252408477842
large_body AND ny AND overlap,1478,169,1038,0.11434370771312584,-0.2449255751014885,0.651252408477842
sweep_low AND ny,293,35,215,0.11945392491467577,-0.25597269624573377,0.6511627906976745
engulf_bear AND sweep_low,487,64,383,0.13141683778234087,-0.26078028747433263,0.6684073107049608
engulf_bear AND large_body AND ny,623,71,447,0.11396468699839486,-0.26163723916532905,0.6353467561521253
engulf_bull AND rejection_bull AND overlap,100,11,71,0.11,-0.27,0.6197183098591549
large_body AND bear_fvg,500,60,380,0.12,-0.28,0.631578947368421
engulf_bear AND large_body AND overlap,531,58,385,0.10922787193973635,-0.288135593220339,0.6025974025974026
large_body AND sweep_low,294,35,226,0.11904761904761904,-0.2925170068027211,0.6194690265486725
sweep_low AND bear_fvg,335,42,266,0.1253731343283582,-0.29253731343283584,0.631578947368421
bull_fvg AND ny,443,47,318,0.10609480812641084,-0.29345372460496616,0.5911949685534591
engulf_bear AND sweep_low AND overlap,100,11,74,0.11,-0.3,0.5945945945945946
sweep_low AND london,303,38,247,0.1254125412541254,-0.31353135313531355,0.6153846153846154
rejection_bear AND ny,235,26,178,0.11063829787234042,-0.3148936170212766,0.5842696629213483
large_body AND bear_fvg AND london,133,17,110,0.12781954887218044,-0.3157894736842105,0.6181818181818182
engulf_bear AND large_body AND sweep_low,138,16,108,0.11594202898550725,-0.3188405797101449,0.5925925925925926
bear_fvg AND overlap,335,33,240,0.09850746268656717,-0.32238805970149254,0.55
bear_fvg AND ny AND overlap,335,33,240,0.09850746268656717,-0.32238805970149254,0.55
bear_fvg AND ny,414,41,298,0.09903381642512077,-0.32367149758454106,0.5503355704697986
engulf_bull AND rejection_bull AND ny,119,12,87,0.10084033613445378,-0.3277310924369748,0.5517241379310345
engulf_bear AND sweep_low AND bear_fvg,140,17,114,0.12142857142857143,-0.32857142857142857,0.5964912280701754
rejection_bear AND overlap,181,19,137,0.10497237569060773,-0.3370165745856354,0.5547445255474452
rejection_bear AND ny AND overlap,181,19,137,0.10497237569060773,-0.3370165745856354,0.5547445255474452
rejection_bull AND ny,227,22,166,0.09691629955947137,-0.3436123348017621,0.5301204819277109
rejection_bull AND overlap,186,18,137,0.0967741935483871,-0.34946236559139787,0.5255474452554745
rejection_bull AND ny AND overlap,186,18,137,0.0967741935483871,-0.34946236559139787,0.5255474452554745
large_body AND bear_fvg AND ny,164,14,114,0.08536585365853659,-0.35365853658536583,0.49122807017543857
bull_fvg AND overlap,368,34,269,0.09239130434782608,-0.36141304347826086,0.5055762081784386
bull_fvg AND ny AND overlap,368,34,269,0.09239130434782608,-0.36141304347826086,0.5055762081784386
engulf_bull AND bull_fvg AND ny,265,25,197,0.09433962264150944,-0.3660377358490566,0.5076142131979695
large_body AND bear_fvg AND overlap,149,12,103,0.08053691275167785,-0.3691275167785235,0.46601941747572817
engulf_bear AND sweep_low AND ny,121,11,91,0.09090909090909091,-0.3884297520661157,0.4835164835164835
large_body AND bull_fvg AND ny,185,15,132,0.08108108108108109,-0.3891891891891892,0.45454545454545453
sweep_low AND bear_fvg AND london,80,8,64,0.1,-0.4,0.5
large_body AND sweep_low AND overlap,92,8,69,0.08695652173913043,-0.40217391304347827,0.463768115942029
engulf_bear AND sweep_low AND london,119,12,98,0.10084033613445378,-0.42016806722689076,0.4897959183673469
large_body AND bull_fvg AND overlap,163,12,118,0.0736196319018405,-0.4294478527607362,0.4067796610169492
rejection_bull AND sweep_low,147,14,120,0.09523809523809523,-0.43537414965986393,0.4666666666666667
engulf_bull AND bull_fvg AND overlap,216,17,165,0.0787037037037037,-0.44907407407407407,0.4121212121212121
large_body AND sweep_low AND ny,103,8,79,0.07766990291262135,-0.4563106796116505,0.4050632911392405
sweep_low AND bear_fvg AND ny,91,6,74,0.06593406593406594,-0.5494505494505495,0.32432432432432434
