rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
rejection_bull AND bear_fvg AND overlap,42,2,34,0.047619047619047616,-0.47619047619047616,0.4117647058823529
engulf_bull AND bull_fvg AND overlap,430,20,349,0.046511627906976744,-0.48604651162790696,0.40114613180515757
sweep_low AND bear_fvg AND ny,182,8,150,0.04395604395604396,-0.5164835164835165,0.37333333333333335
large_body AND sweep_low AND ny,204,8,167,0.0392156862745098,-0.5441176470588235,0.33532934131736525
large_body AND sweep_low AND overlap,182,7,150,0.038461538461538464,-0.554945054945055,0.32666666666666666
rejection_bull AND bear_fvg AND ny,56,2,47,0.03571428571428571,-0.5892857142857143,0.2978723404255319
large_body AND sweep_high AND overlap,226,6,182,0.02654867256637168,-0.6194690265486725,0.23076923076923078
large_body AND bull_fvg AND ny,368,10,303,0.02717391304347826,-0.6331521739130435,0.23102310231023102
large_body AND sweep_high AND ny,240,6,194,0.025,-0.6333333333333333,0.21649484536082475
large_body AND bull_fvg AND overlap,324,7,270,0.021604938271604937,-0.6820987654320988,0.1814814814814815
