symbol,timeframe,side,rule,entry,stop_loss,take_profit,risk_r,reward_r,candle_index,valid,reason,exit_index,outcome,r_result,management,first_partial_taken,second_partial_taken,breakeven_done,trail_active,active_sl,mfe_r,mae_r
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,154.627,154.19473214285716,156.78833928571424,1.0,5.0,15988,True,Rule met. Bullish FVG midpoint retracement entry generated.,15991,loss,-1.0,hybrid_profile,False,False,False,False,154.19473214285716,0.5644648242244108,3.3659685215021535
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,153.986,153.6571964285714,155.6300178571429,1.0,5.0,16135,True,Rule met. Bullish FVG midpoint retracement entry generated.,16172,hybrid_exit_profit,2.330133601259969,hybrid_profile,True,True,True,True,154.749,4.625862162602438,0.590017922120191
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,158.96300000000002,158.53221428571428,161.11692857142876,1.0,5.0,17723,True,Rule met. Bullish FVG midpoint retracement entry generated.,17774,hybrid_exit_profit,1.0,hybrid_profile,True,False,True,False,158.96300000000002,2.1611673022713926,0.15785110263639462
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,159.257,158.91983928571426,160.94280357142873,1.0,5.0,19108,True,Rule met. Bullish FVG midpoint retracement entry generated.,19189,hybrid_exit_profit,2.4232694242888986,hybrid_profile,True,True,True,True,160.165,3.603622689475883,0.0
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,159.744,159.58533928571427,160.53730357142865,1.0,5.0,19160,True,Rule met. Bullish FVG midpoint retracement entry generated.,19189,hybrid_exit_profit,2.4133652222846704,hybrid_profile,True,True,True,True,160.165,4.5884074282494485,0.06933033202022461
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,159.7865,159.581875,160.80962499999995,1.0,5.0,19165,True,Rule met. Bullish FVG midpoint retracement entry generated.,19189,hybrid_exit_profit,2.2124312767257366,hybrid_profile,True,True,True,True,160.165,3.3500305436776663,0.0
USDJPY,M30,long,rejection_bull AND bull_fvg AND london,157.236,157.05851785714285,158.1234107142857,1.0,5.0,19351,True,Rule met. Bullish FVG midpoint retracement entry generated.,19353,hybrid_exit_profit,1.75,hybrid_profile,True,True,True,True,157.236,3.634168427407213,0.7324680551363002
