run,trades,ending_r,max_drawdown_r,min_equity_r,max_equity_r
667,21,21.0,7.0,-1.0,21.0
668,21,21.0,5.0,4.0,23.0
669,21,21.0,4.0,1.0,21.0
670,21,21.0,6.0,5.0,24.0
671,21,21.0,6.0,-5.0,21.0
672,21,21.0,5.0,-2.0,21.0
673,21,21.0,7.0,-3.0,23.0
674,21,21.0,5.0,-3.0,21.0
675,21,21.0,7.0,-8.0,21.0
676,21,21.0,6.0,4.0,23.0
677,21,21.0,5.0,0.0,24.0
678,21,21.0,4.0,-5.0,24.0
679,21,21.0,6.0,-1.0,21.0
680,21,21.0,7.0,-2.0,21.0
681,21,21.0,7.0,-1.0,21.0
682,21,21.0,2.0,-1.0,23.0
683,21,21.0,8.0,5.0,22.0
684,21,21.0,4.0,3.0,25.0
685,21,21.0,5.0,-1.0,22.0
686,21,21.0,5.0,1.0,21.0
687,21,21.0,6.0,-1.0,21.0
688,21,21.0,10.0,5.0,21.0
689,21,21.0,4.0,3.0,22.0
690,21,21.0,5.0,-6.0,21.0
691,21,21.0,6.0,-1.0,22.0
692,21,21.0,3.0,-4.0,21.0
693,21,21.0,4.0,-5.0,24.0
694,21,21.0,8.0,-1.0,24.0
695,21,21.0,3.0,-1.0,22.0
696,21,21.0,5.0,5.0,24.0
697,21,21.0,4.0,-5.0,23.0
698,21,21.0,6.0,5.0,27.0
699,21,21.0,4.0,-5.0,21.0
700,21,21.0,5.0,-1.0,24.0
701,21,21.0,4.0,5.0,22.0
702,21,21.0,5.0,3.0,26.0
703,21,21.0,4.0,5.0,24.0
704,21,21.0,4.0,5.0,24.0
705,21,21.0,7.0,4.0,28.0
706,21,21.0,4.0,-3.0,24.0
707,21,21.0,5.0,-1.0,26.0
708,21,21.0,4.0,5.0,22.0
709,21,21.0,6.0,-3.0,21.0
710,21,21.0,6.0,-2.0,25.0
711,21,21.0,5.0,-4.0,24.0
712,21,21.0,5.0,-2.0,23.0
713,21,21.0,3.0,2.0,24.0
714,21,21.0,9.0,-4.0,21.0
715,21,21.0,5.0,-4.0,21.0
716,21,21.0,5.0,-6.0,21.0
717,21,21.0,5.0,-3.0,26.0
718,21,21.0,7.0,-1.0,24.0
719,21,21.0,5.0,-1.0,21.0
720,21,21.0,5.0,3.0,26.0
721,21,21.0,8.0,-1.0,21.0
722,21,21.0,3.0,-1.0,22.0
723,21,21.0,4.0,1.0,22.0
724,21,21.0,4.0,-4.0,21.0
725,21,21.0,4.0,-2.0,25.0
726,21,21.0,3.0,-4.0,24.0
727,21,21.0,10.0,-6.0,21.0
728,21,21.0,3.0,-4.0,23.0
729,21,21.0,6.0,-2.0,21.0
730,21,21.0,6.0,-1.0,25.0
731,21,21.0,7.0,-3.0,21.0
732,21,21.0,9.0,-6.0,21.0
733,21,21.0,4.0,-3.0,25.0
734,21,21.0,7.0,-2.0,28.0
735,21,21.0,4.0,3.0,25.0
736,21,21.0,8.0,-3.0,29.0
737,21,21.0,5.0,-3.0,24.0
738,21,21.0,5.0,-2.0,23.0
739,21,21.0,4.0,3.0,23.0
740,21,21.0,3.0,-4.0,23.0
741,21,21.0,4.0,-5.0,24.0
742,21,21.0,5.0,-2.0,22.0
743,21,21.0,4.0,-3.0,21.0
744,21,21.0,5.0,5.0,24.0
745,21,21.0,4.0,-2.0,25.0
746,21,21.0,7.0,2.0,21.0
747,21,21.0,4.0,-1.0,22.0
748,21,21.0,4.0,-2.0,25.0
749,21,21.0,6.0,-7.0,21.0
750,21,21.0,3.0,4.0,24.0
751,21,21.0,5.0,-2.0,22.0
752,21,21.0,6.0,5.0,23.0
753,21,21.0,5.0,-4.0,21.0
754,21,21.0,7.0,-2.0,21.0
755,21,21.0,4.0,-3.0,24.0
756,21,21.0,6.0,-2.0,22.0
757,21,21.0,10.0,-11.0,21.0
758,21,21.0,3.0,-1.0,24.0
759,21,21.0,3.0,-2.0,24.0
760,21,21.0,5.0,2.0,21.0
761,21,21.0,8.0,-2.0,21.0
762,21,21.0,3.0,-4.0,21.0
763,21,21.0,6.0,5.0,24.0
764,21,21.0,5.0,-1.0,24.0
765,21,21.0,5.0,-5.0,23.0
766,21,21.0,7.0,-1.0,21.0
767,21,21.0,3.0,-1.0,24.0
768,21,21.0,7.0,-3.0,21.0
769,21,21.0,5.0,3.0,26.0
770,21,21.0,4.0,-2.0,25.0
771,21,21.0,5.0,-1.0,21.0
772,21,21.0,8.0,4.0,25.0
773,21,21.0,5.0,-3.0,22.0
774,21,21.0,5.0,3.0,24.0
775,21,21.0,7.0,-5.0,21.0
776,21,21.0,4.0,-4.0,21.0
777,21,21.0,7.0,-1.0,22.0
778,21,21.0,4.0,-5.0,23.0
779,21,21.0,5.0,-1.0,21.0
780,21,21.0,3.0,-2.0,21.0
781,21,21.0,3.0,-4.0,23.0
782,21,21.0,4.0,-2.0,22.0
783,21,21.0,6.0,-1.0,21.0
784,21,21.0,6.0,2.0,22.0
785,21,21.0,7.0,-1.0,28.0
786,21,21.0,8.0,-9.0,21.0
787,21,21.0,6.0,3.0,21.0
788,21,21.0,5.0,-3.0,21.0
789,21,21.0,4.0,-3.0,23.0
790,21,21.0,4.0,-2.0,22.0
791,21,21.0,10.0,-3.0,21.0
792,21,21.0,5.0,-3.0,21.0
793,21,21.0,4.0,4.0,22.0
794,21,21.0,5.0,5.0,26.0
795,21,21.0,6.0,3.0,21.0
796,21,21.0,6.0,-1.0,27.0
797,21,21.0,7.0,-1.0,21.0
798,21,21.0,3.0,-3.0,23.0
799,21,21.0,11.0,4.0,32.0
800,21,21.0,5.0,-3.0,22.0
801,21,21.0,5.0,-1.0,25.0
802,21,21.0,7.0,3.0,22.0
803,21,21.0,7.0,-4.0,21.0
804,21,21.0,5.0,0.0,25.0
805,21,21.0,5.0,2.0,22.0
806,21,21.0,7.0,3.0,28.0
807,21,21.0,5.0,-4.0,21.0
808,21,21.0,11.0,-6.0,21.0
809,21,21.0,4.0,-3.0,24.0
810,21,21.0,7.0,5.0,22.0
811,21,21.0,3.0,-2.0,22.0
812,21,21.0,5.0,-2.0,26.0
813,21,21.0,6.0,-1.0,21.0
814,21,21.0,9.0,-3.0,25.0
815,21,21.0,4.0,-3.0,22.0
816,21,21.0,5.0,-1.0,22.0
817,21,21.0,5.0,-1.0,21.0
818,21,21.0,4.0,4.0,23.0
819,21,21.0,4.0,1.0,23.0
820,21,21.0,6.0,-1.0,22.0
821,21,21.0,5.0,-6.0,23.0
822,21,21.0,6.0,-3.0,21.0
823,21,21.0,3.0,-4.0,21.0
824,21,21.0,5.0,-2.0,22.0
825,21,21.0,6.0,-1.0,23.0
826,21,21.0,4.0,-1.0,25.0
827,21,21.0,5.0,-1.0,21.0
828,21,21.0,4.0,3.0,25.0
829,21,21.0,6.0,-2.0,21.0
830,21,21.0,3.0,-2.0,21.0
831,21,21.0,5.0,-3.0,21.0
832,21,21.0,4.0,4.0,22.0
833,21,21.0,5.0,-1.0,22.0
834,21,21.0,5.0,2.0,22.0
835,21,21.0,3.0,-3.0,23.0
836,21,21.0,5.0,-3.0,26.0
837,21,21.0,8.0,5.0,25.0
838,21,21.0,5.0,-6.0,23.0
839,21,21.0,6.0,-3.0,26.0
840,21,21.0,4.0,-2.0,23.0
841,21,21.0,4.0,-2.0,23.0
842,21,21.0,7.0,-4.0,22.0
843,21,21.0,5.0,5.0,23.0
844,21,21.0,5.0,-6.0,21.0
845,21,21.0,6.0,5.0,22.0
846,21,21.0,6.0,5.0,27.0
847,21,21.0,6.0,-2.0,27.0
848,21,21.0,9.0,-1.0,22.0
849,21,21.0,6.0,-4.0,21.0
850,21,21.0,5.0,-1.0,21.0
851,21,21.0,6.0,3.0,22.0
852,21,21.0,6.0,-1.0,27.0
853,21,21.0,5.0,2.0,22.0
854,21,21.0,4.0,-5.0,22.0
855,21,21.0,7.0,-1.0,23.0
856,21,21.0,4.0,5.0,22.0
857,21,21.0,4.0,-1.0,23.0
858,21,21.0,4.0,-1.0,24.0
859,21,21.0,6.0,-2.0,22.0
860,21,21.0,5.0,-1.0,23.0
861,21,21.0,9.0,-1.0,21.0
862,21,21.0,3.0,-2.0,21.0
863,21,21.0,6.0,-1.0,27.0
864,21,21.0,5.0,-5.0,21.0
865,21,21.0,6.0,2.0,22.0
866,21,21.0,4.0,4.0,23.0
867,21,21.0,5.0,-5.0,21.0
868,21,21.0,7.0,-1.0,28.0
869,21,21.0,4.0,3.0,24.0
870,21,21.0,6.0,-3.0,22.0
871,21,21.0,5.0,5.0,21.0
872,21,21.0,6.0,2.0,22.0
873,21,21.0,5.0,3.0,22.0
874,21,21.0,7.0,5.0,24.0
875,21,21.0,11.0,-6.0,21.0
876,21,21.0,8.0,-1.0,21.0
877,21,21.0,5.0,-3.0,26.0
878,21,21.0,10.0,-5.0,21.0
879,21,21.0,5.0,-2.0,24.0
880,21,21.0,4.0,-3.0,22.0
881,21,21.0,6.0,-2.0,21.0
882,21,21.0,6.0,-3.0,27.0
883,21,21.0,7.0,-3.0,23.0
884,21,21.0,4.0,-3.0,22.0
885,21,21.0,5.0,-6.0,21.0
886,21,21.0,4.0,-3.0,23.0
887,21,21.0,4.0,-3.0,25.0
888,21,21.0,3.0,-2.0,21.0
889,21,21.0,4.0,5.0,24.0
890,21,21.0,5.0,-4.0,23.0
891,21,21.0,5.0,0.0,24.0
892,21,21.0,4.0,-2.0,23.0
893,21,21.0,4.0,-2.0,23.0
894,21,21.0,5.0,5.0,23.0
895,21,21.0,8.0,-3.0,23.0
896,21,21.0,11.0,1.0,21.0
897,21,21.0,4.0,-5.0,21.0
898,21,21.0,4.0,1.0,23.0
899,21,21.0,7.0,-3.0,24.0
900,21,21.0,4.0,3.0,25.0
901,21,21.0,5.0,-1.0,23.0
902,21,21.0,8.0,1.0,22.0
903,21,21.0,4.0,-4.0,21.0
904,21,21.0,5.0,-1.0,22.0
905,21,21.0,4.0,1.0,25.0
906,21,21.0,4.0,2.0,24.0
907,21,21.0,3.0,-3.0,21.0
908,21,21.0,8.0,-6.0,22.0
909,21,21.0,5.0,-2.0,24.0
910,21,21.0,9.0,-4.0,21.0
911,21,21.0,4.0,-3.0,22.0
912,21,21.0,6.0,3.0,27.0
913,21,21.0,4.0,-4.0,21.0
914,21,21.0,7.0,-2.0,21.0
915,21,21.0,5.0,-2.0,21.0
916,21,21.0,6.0,3.0,27.0
917,21,21.0,5.0,-1.0,23.0
918,21,21.0,6.0,-3.0,23.0
919,21,21.0,4.0,4.0,22.0
920,21,21.0,5.0,-3.0,21.0
921,21,21.0,5.0,-2.0,21.0
922,21,21.0,6.0,-2.0,21.0
923,21,21.0,4.0,-2.0,21.0
924,21,21.0,3.0,-3.0,21.0
925,21,21.0,7.0,-2.0,23.0
926,21,21.0,5.0,-2.0,22.0
927,21,21.0,5.0,3.0,23.0
928,21,21.0,11.0,-1.0,23.0
929,21,21.0,7.0,-2.0,22.0
930,21,21.0,7.0,1.0,21.0
931,21,21.0,7.0,-3.0,23.0
932,21,21.0,4.0,-3.0,21.0
933,21,21.0,5.0,-2.0,22.0
934,21,21.0,5.0,-1.0,21.0
935,21,21.0,5.0,0.0,21.0
936,21,21.0,4.0,-1.0,23.0
937,21,21.0,4.0,-3.0,24.0
938,21,21.0,4.0,-5.0,21.0
939,21,21.0,6.0,4.0,22.0
940,21,21.0,6.0,-3.0,22.0
941,21,21.0,4.0,-1.0,23.0
942,21,21.0,6.0,5.0,23.0
943,21,21.0,5.0,-1.0,24.0
944,21,21.0,10.0,5.0,31.0
945,21,21.0,5.0,-2.0,23.0
946,21,21.0,5.0,-1.0,25.0
947,21,21.0,5.0,-4.0,21.0
948,21,21.0,3.0,-2.0,22.0
949,21,21.0,3.0,-1.0,23.0
950,21,21.0,6.0,-1.0,27.0
951,21,21.0,5.0,-5.0,21.0
952,21,21.0,6.0,-3.0,22.0
953,21,21.0,3.0,-4.0,23.0
954,21,21.0,5.0,0.0,23.0
955,21,21.0,5.0,-3.0,21.0
956,21,21.0,4.0,-5.0,24.0
957,21,21.0,7.0,-4.0,21.0
958,21,21.0,8.0,-3.0,22.0
959,21,21.0,6.0,-7.0,21.0
960,21,21.0,3.0,-4.0,23.0
961,21,21.0,4.0,-2.0,25.0
962,21,21.0,4.0,-3.0,21.0
963,21,21.0,4.0,-2.0,23.0
964,21,21.0,5.0,2.0,22.0
965,21,21.0,4.0,2.0,24.0
966,21,21.0,6.0,2.0,22.0
967,21,21.0,5.0,-4.0,26.0
968,21,21.0,8.0,-3.0,21.0
969,21,21.0,5.0,-1.0,24.0
970,21,21.0,4.0,4.0,24.0
971,21,21.0,6.0,3.0,22.0
972,21,21.0,4.0,-1.0,23.0
973,21,21.0,4.0,-3.0,25.0
974,21,21.0,6.0,1.0,23.0
975,21,21.0,4.0,-5.0,23.0
976,21,21.0,4.0,-1.0,24.0
977,21,21.0,6.0,-2.0,22.0
978,21,21.0,6.0,-4.0,27.0
979,21,21.0,9.0,3.0,22.0
980,21,21.0,4.0,-2.0,25.0
981,21,21.0,5.0,5.0,23.0
982,21,21.0,7.0,-3.0,23.0
983,21,21.0,5.0,-6.0,21.0
984,21,21.0,6.0,-1.0,21.0
985,21,21.0,6.0,-2.0,21.0
986,21,21.0,8.0,-1.0,23.0
987,21,21.0,4.0,-4.0,22.0
988,21,21.0,6.0,-2.0,21.0
989,21,21.0,7.0,-8.0,24.0
990,21,21.0,8.0,2.0,21.0
991,21,21.0,6.0,-3.0,22.0
992,21,21.0,12.0,5.0,23.0
993,21,21.0,9.0,-2.0,21.0
994,21,21.0,5.0,-2.0,21.0
995,21,21.0,9.0,-10.0,21.0
996,21,21.0,5.0,-2.0,23.0
997,21,21.0,4.0,-5.0,23.0
998,21,21.0,7.0,-2.0,23.0
999,21,21.0,4.0,-1.0,21.0
1000,21,21.0,4.0,-1.0,22.0
