rule,samples,wins,losses,win_rate,expectancy_r,profit_factor
sweep_high AND london,302,94,206,0.31125827814569534,-0.059602649006622516,0.912621359223301
engulf_bull AND bull_fvg,1327,399,878,0.3006782215523738,-0.06028636021100226,0.908883826879271
engulf_bull AND sweep_high AND london,132,41,90,0.3106060606060606,-0.06060606060606061,0.9111111111111111
engulf_bull AND rejection_bull AND london,128,39,86,0.3046875,-0.0625,0.9069767441860465
rejection_bear,1182,353,782,0.2986463620981388,-0.06429780033840947,0.9028132992327366
bear_fvg AND london,417,126,279,0.302158273381295,-0.06474820143884892,0.9032258064516129
engulf_bear AND sweep_low AND london,119,36,80,0.3025210084033613,-0.06722689075630252,0.9
rejection_bull,1100,325,736,0.29545454545454547,-0.07818181818181819,0.8831521739130435
large_body AND sweep_low,294,85,195,0.2891156462585034,-0.08503401360544217,0.8717948717948718
engulf_bear AND sweep_low,487,143,331,0.2936344969199179,-0.09240246406570841,0.8640483383685801
rejection_bull AND london,227,67,155,0.29515418502202645,-0.09251101321585903,0.864516129032258
sweep_low,1128,325,772,0.28812056737588654,-0.10815602836879433,0.8419689119170984
rejection_bull AND ny,228,62,151,0.2719298245614035,-0.11842105263157894,0.8211920529801324
sweep_low AND london,303,87,210,0.2871287128712871,-0.1188118811881188,0.8285714285714286
rejection_bull AND overlap,187,51,125,0.2727272727272727,-0.12299465240641712,0.816
rejection_bull AND ny AND overlap,187,51,125,0.2727272727272727,-0.12299465240641712,0.816
bull_fvg AND ny,445,114,285,0.25617977528089886,-0.12808988764044943,0.8
engulf_bear AND sweep_low AND bear_fvg,140,40,98,0.2857142857142857,-0.12857142857142856,0.8163265306122449
rejection_bear AND overlap,181,48,120,0.26519337016574585,-0.13259668508287292,0.8
rejection_bear AND ny AND overlap,181,48,120,0.26519337016574585,-0.13259668508287292,0.8
large_body AND bull_fvg AND ny,185,45,117,0.24324324324324326,-0.14594594594594595,0.7692307692307693
large_body AND bull_fvg AND overlap,163,41,106,0.25153374233128833,-0.147239263803681,0.7735849056603774
bull_fvg AND overlap,369,94,244,0.25474254742547425,-0.15176151761517614,0.7704918032786885
bull_fvg AND ny AND overlap,369,94,244,0.25474254742547425,-0.15176151761517614,0.7704918032786885
rejection_bear AND ny,235,60,156,0.2553191489361702,-0.15319148936170213,0.7692307692307693
sweep_low AND overlap,242,62,164,0.256198347107438,-0.1652892561983471,0.7560975609756098
sweep_low AND ny AND overlap,242,62,164,0.256198347107438,-0.1652892561983471,0.7560975609756098
engulf_bull AND bull_fvg AND ny,266,64,175,0.24060150375939848,-0.17669172932330826,0.7314285714285714
sweep_low AND ny,294,75,202,0.25510204081632654,-0.17687074829931973,0.7425742574257426
engulf_bull AND sweep_low,143,38,102,0.26573426573426573,-0.18181818181818182,0.7450980392156863
large_body AND bear_fvg AND london,133,34,93,0.2556390977443609,-0.18796992481203006,0.7311827956989247
large_body AND sweep_low AND overlap,92,22,62,0.2391304347826087,-0.1956521739130435,0.7096774193548387
rejection_bull AND bear_fvg,156,39,109,0.25,-0.1987179487179487,0.7155963302752294
sweep_low AND bear_fvg AND london,80,21,58,0.2625,-0.2,0.7241379310344828
sweep_low AND bear_fvg,335,86,240,0.25671641791044775,-0.20298507462686566,0.7166666666666667
engulf_bear AND sweep_low AND overlap,100,24,69,0.24,-0.21,0.6956521739130435
engulf_bear AND sweep_low AND ny,121,29,84,0.2396694214876033,-0.21487603305785125,0.6904761904761905
engulf_bull AND bull_fvg AND overlap,217,49,151,0.22580645161290322,-0.24423963133640553,0.6490066225165563
large_body AND sweep_low AND ny,103,23,72,0.22330097087378642,-0.2524271844660194,0.6388888888888888
rejection_bull AND sweep_low,148,35,111,0.23648648648648649,-0.27702702702702703,0.6306306306306306
sweep_low AND bear_fvg AND ny,91,16,68,0.17582417582417584,-0.3956043956043956,0.47058823529411764
